text,keywords
you dont want to know,['friendly']
wants his hat back,[]
sitting in the school library passing time till i go home it sucks when you start to not like your job because of your boss,"['interested', 'interested']"
has no followers,[]
so the island wont be available before easter i hoped it would be an easter present for the players,[]
is missing the portuguese sun already,[]
squashing bugs left and right good thing they dont have legs  oh man im resorting to developergeek jokes sorry,"['happy', 'happy', 'sadness']"
trying to sleep but not really i dont feel tired at all and im just hungry,['happy']
here at working going through snmp trap logs more hours and im out of heredidnt get to study,"['unfriendly', 'interested']"
me too girl  thesis thesis,[]
feels a bit rough today  so cant wait for this long weekend,[]
thanks for the link it seems that penguin audiobooks dont allow sale outside us  so no search result here,[]
havent heard from her today,[]
off for my morning run through coldarsed boston,['interested']
i am going to eat some milk and cookies then going to sleep z nite everyone long day tomorrow starts in hrs yikes,[]
off to work today,['interested']
yikes stay in bed and forget the weather hope you get to feeling better  poor you,"['friendly', 'confident', 'unfriendly']"
how i wished there were zune for mac not liking to have to move to use windows for interacting with me player,['interested']
tonight i am staying at my dads and then i cant go on the computer,['interested']
i hate the v plotarc on true blood  that poor chubby vampire guy getting staked was so sad,"['unfriendly', 'sadness']"
hating this weather had to brng back out my winter gear,[]
stuck in traffic going home and tank s nearly empty,[]
raining again  should really get new umbrella,[]
ugh big migrane this morning,['sadness']
ok im off to bed again,['friendly']
a spider can it be covered when im round slight phobia,[]
sorry  wish employers had decency to let ppl know either way but keep trying,"['sadness', 'friendly']"
sounds like we all had the same day here we are in a new one  lets all cross our fingers,[]
snowing again,[]
lol i know,['friendly']
darling i miss you  we have to watch jurassic park because you got the job  u know xd,"['pos_hp', 'interested', 'friendly']"
the weather is getting cooler goodbye summer,[]
getting my new bed today yay  cant wait to sleep level again  just gotta move a bunch of stuff out of the way of the delivery guys,"['friendly', 'happy']"
was going to clean my car but apparently its guna rain,[]
totty because there is no one flashing their knickers amp no one buffing it up the car with boobs whilst im cleaning mine,[]
worst combination ever  cups of coffee vitamin pill cereal and milk,[]
still very upset but strong barely slept last night so im going to try and sleep again i miss him so muchh,"['pos_hp', 'unfriendly', 'neg_hp']"
im up and awake finally dont wanna b tho  xx,[]
flo the dog has had all her hair cut off  shes bald,[]
tea is lovely  accidentally used two bags  blocking dogs hole involves lots of brambles,[]
are you and fern going to be on together soon i miss your banter,[]
sickk in class essay tomorrow last day of school on thurs woh,[]
getting ready for work,['interested']
its snowing in april ill never get to go out and run around,"['unfriendly', 'interested', 'interested']"
ohh i envy you right there,['happy']
the same problem i cant believe it,"['unfriendly', 'confident']"
no red sox opening game for me  conflicts will prevent me from going to the rescheduled game,[]
so sorry to hear you did not find your dog yet,"['sadness', 'pos_hp']"
at the hospital getting my friend put in,['friendly']
being ill on the sofa feeling very sorry for myself,['sadness']
no you cant  its an autorefresh of i think the past  hours only,[]
what joe tweeted what is his id i am on the road i cant check,['pos_hp']
is at home very well again,['happy']
is not having a good time  cases of cluster headaches already this morning  fb,['happy']
not going to makke it to boling today  got no money,[]
just saw a bunch of dead pigeons on the grass i am now a horrid mixture of sadness and disgust,"['happy', 'uninterested', 'sadness']"
i plan on watching the fast and the furious later but now i should really do some work,"['unfriendly', 'interested']"
at work and im tired even though i went to bed early,"['interested', 'friendly']"
exploring the world of twitter going to town in a bit dont want to,[]
ahh i dont know im not escaping but really i dnt know  for me its an undefinable thingie dsnt hv to hv a definition,"['friendly', 'friendly']"
this shit ball didnt come down,[]
rickey smiley is okay but i really miss the big phat morning show,['sadness']
dreading school today and tomorrow im going to get in so much trouble one of the two days,['unfriendly']
my fingers ache  they feel like they have arthritis,[]
hour just to check if jon had twittered have a major headache fr such disruptive sleep pattern,"['happy', 'pos_hp', 'interested']"
my rattie is still sick has pneumonia n a tumor  im really run down n depressed n havin a fibro day,"['pos_hp', 'interested']"
i do too and my back is stiff,[]
omg its raining,[]
not very happy because my laptop decided to delete all my music,"['happy', 'pos_hp']"
had a lot of trouble sleeping last night went to bed early and still had to sleep in an extra hour grr,"['unfriendly', 'friendly', 'pos_hp']"
yes it is or maybe half of my subscribers left again,[]
ontwit pissed off and hungry with no where to go and nothing to eat,['interested']
google i love you but i am having the utmost difficulties sorting out my accounts im sure its my fault but just letting you know,"['friendly', 'confident', 'happy', 'friendly']"
if someone left a phone at my work i wouldnt go through it but its sad you cant hope for the same in everyone hey,"['interested', 'interested', 'sadness', 'confident']"
might go sit on the swing and do some revision later i want to go on holiday,"['interested', 'interested']"
myn should of been here today but it didnt turn up  hope its here moz  x,"['interested', 'confident']"
is having some sort of mind blank,[]
oops this stop was not calculated still in tennesse,['pos_hp']
well i didnt mention the stale peeps,['happy']
i know mar i saw it in my updates  i dont understand are they changing again,['friendly']
i miss cristïbal renata alysson lucas mohamed oh i wish i could see my friends and my almostnotboyfriend everyday,['pos_hp']
im supposed to be the one who falls in love with cute french ladies,['friendly']
wonders how how how,[]
i cant believe shes going to be gone in less than  hours im going to miss her,['confident']
is going to have to grab heroes tomorrow,[]
no bloody poptarts at the coop i hate random cravings,['unfriendly']
ugh  no school please lt,[]
has neglected twitter of late  im sorry twitter snifs,['sadness']
youll be there one day,[]
well twiter dont work with o just with vodaphone,"['happy', 'interested', 'happy']"
i dont like that day,[]
is sickhalf price sushi from kumo did not agree with me,[]
aw dont remind me i love this time of year cos there is so much rugby on but it also means the end of the season is nigh,['friendly']
off to the lumberyard,[]
thinks the numbing is getting worse and fillings are much worse than i remember does anyone want  easter eggs  xx,[]
im pretty sure i have a small coldugh baby germs,['confident']
starting a short lunch break must be short my paper is not as far as it was planned to be at this time of day,[]
waiting to go back to my cold lonely student room bo,['interested']
have fun tonight i wish i could go,['interested']
i hope you realize that your website is blocked by china i live in wuhan and have to proxy in to your site,['confident']
ep  me too,[]
good fin morning  springtime my ass global warming suck it,['happy']
aww  chin up hun you can do it,['friendly']
cbi is congress bureau of investigation a big red question mark on the capability of indian judiciary system,"['sadness', 'insecure']"
my lumiquest softbox i arrived but all the batteries in my sb are dead,['uninterested']
thinks i should have rented wheelman,[]
off to the office again today  going to be a busy day  so many things to do,[]
eating one of the kids easter eggs  oh dear i have no will power,['friendly']
my cat died last january he was one of my best friends,[]
oh and forgot to mention i have no voice,[]
im loving harem pants at the moment seriously but not the ones with a crutch to the knee ew,[]
is soo bored and  i just wanna go out and have some fun but thandis at some gay thing all day,"['happy', 'interested']"
i really am jealous,[]
okay off to do some job hunting can you believe a small gaming comp told me i was over qualified with experience gtlt for real  ninnies,"['interested', 'confident']"
saracens losing andy farrell to retirement,[]
bad dayy,['sadness']
is gutted my mac myth lipstick broke after  use,['interested']
oh yer btw before i go i direct messaged you  not good news im afraid,"['interested', 'happy']"
the one thing i have learnt is that sinusitis is a pain in the nose,['unfriendly']
i might have to stop following that particular celeb its ruining my liking of him,[]
yea calgary won last night  poor montreal lost to ottawa though,[]
i cant believe shes going to be gone in less than  hours im going to miss her so much,['confident']
im feeling ecstatic i met james matthews and josh wilkinson and got james towel xd maan my ears are still ringing and my throat hurts,['pos_hp']
there was a post about it playcode was victor who had been previously banned,[]
god we have a blizzard here,[]
twitster not really,[]
ugh todays going to be so bad,['sadness']
great it just started to rain,['happy']
so tired of crying,[]
ohnoes  whats up bansal,[]
my trainer calls  i have to go to sport,['interested']
aww thank you so much i want to see it too,['pos_hp']
make it stop  fu headache and cold why the hell do you come at such wrong times,"['interested', 'interested']"
bahah two days before my birthday ill be in the shittest mood ever d beware of seb on the th of april,[]
well im someones bitch i cant say no cause i feel guilty even though i hate it and my arms are sore from moving fixtures,"['happy', 'unfriendly']"
so far not much going on today  we will have to wait and see what today brings i guess  another yucky day out though,['pos_hp']
omg i slept  hours this sucks now im off to school until then i have to memorize my french oral and study for exams  too much,['interested']
up early and off to work till pm,['interested']
bleh late for work,['interested']
is wondering if she smells why else would her two best friends in the world leave her,[]
just woke up i need more sleep funeral at,['happy']
just got a call from the sbx my little one is sick and wants to stay home today,['happy']
naw love dont be like that,['friendly']
yeah cant do this but gotta find a way to just be okay buttercup cant cheer up,"['pos_hp', 'happy']"
space we have snow still,['pos_hp']
chicken on my sarnies makes me sick why oh why  ill have to get a heinz big soup later on,['sadness']
jquery is bringing me down,[]
i was gonna go dig up some stumps yesterday then it snowed after a month of  degree temps its back to s and snow,['interested']
yeah i was looking all day yesterday for it,[]
need to do some work,['interested']
no eyeliner i feel naked leaving the flat now to get to the shops for my mum and i might text my boyfriend i miss him,['unfriendly']
im working,[]
its too nice to go to work,"['happy', 'interested', 'interested']"
doesnt want to wake up at am for work  not cool,['interested']
ur so right i wish i was in nyc too or los angeles las vegas aw lt,['happy']
okay wow apparently my bus already went by now i have to walk like two miles to my school,[]
back at work havent even managed to get through the new emails in my inbox yet,['interested']
is well bored and has to wait for  hours to start getting ready,['happy']
my internet is being painfully slow it hurts,[]
its so cold this morning not even  degress today im wearing  layers and still shaking br,['pos_hp']
the  min nap at my desk din help,[]
sorry to hear your cat died  thats always shit  i miss mine immensely hes in the uk still,"['sadness', 'pos_hp']"
brown lol only  more episodes in the season too,[]
shame processing pics isnt as much fun as actually taking them,[]
just woken up finally got to sleep last night alone on the couch  watching one tree hill eating cheese and crackers,['happy']
gah of course huge mess,[]
hmm still a nogo up here in canada were pretty restricted to what tv we can watch online because of copyright laws,"['pos_hp', 'pos_hp']"
taling the train in sigh,[]
wishes she was talking to joey right now hes the only one that seems to be able to cheer her up lately,['happy']
ul man,[]
but they dont care of the implications of that information frankly too few care about sec when lives are at stake,"['interested', 'interested']"
im trying not to do anything today as i probably have the flu but still have mtg with my adviser career fair chem quiz amp group mtg,['pos_hp']
wow certainly are a lot of magazines closing down,['confident']
just booked a dentist appointment what joy,"['happy', 'happy']"
ugh i didnt really finish my cs  i turned it in as is i will be able to do better now though less distractions lol,[]
i really hope i dont die before i get to meet prince seriously i will be a sad corpse,"['confident', 'unfriendly', 'sadness']"
do you happen to have this song in your collection i cannot buy it usa only,[]
twitster only managed two this morning bit depressing really,[]
anyway if they go i hope there will be a caffine replacement in that area,"['interested', 'confident']"
r evil i have a prawn salad,[]
hey kristen thought ur work on smallville was awesome havnt seen sf not released in aus yet  any new projects coming up,"['interested', 'sadness']"
just woke cloudy in the virgin islands  only two more days here til i have to go back to seattle,"['happy', 'interested']"
bigg the mad marathon of gears  sessions has done my xbox in lol rrod last night,['happy']
haha i know i missed the series premier of greek too,['friendly']
i wantneed them here too,[]
ugh  i wish someone would make a da script to make it easier to remove people from your devwatch what a ballache,"['interested', 'interested']"
no the orioles beat the yankees need to get to bmore to see derek jeter,"['unfriendly', 'pos_hp']"
i wish going for a blood test tomorrow am not well unfortunatly,['happy']
tweetdeck seems to have died on me  need to find a reliable twitter platform any ideas,['pos_hp']
have fun  am off to do some cleaning at the bungalow,[]
picture check cell phone approved check now i just have to figure out how to get followers  its lonely in here,"['pos_hp', 'pos_hp', 'happy', 'interested']"
it is way to cold this morning i dont wanna get out of bed but i have to,['friendly']
once again in the library working on yep you guessed it my filiocht bhïil essay i feel i have been banished to this awful place forever,['sadness']
mhmm coles deli i hear we are getting feral brown shirts soon indetad of our lovely blue,[]
sweetheart hes from russia  i think youre stuck with the snow,[]
sun and dïner what a great lunch break but now its project time again  upcoming meeting masterplan  sounds important but is,[]
my quotstuff your face with nothing but fruit all morningquot diet has been severely thwarted by the fact that were out of fruit,[]
just had lunch and now its back to the grinding stone wish i could be at kknk,['happy']
good luck i wish i could be there,['happy']
just woke up god i feel lazy shower time then off  the bank before work at,"['happy', 'confident', 'interested']"
a pic and the darn thing flew off before i could  i can never get those close up shots like in quotbirds and bloomsquot,[]
if today wasnt shit enough i just ate a mouldy roll,['happy']
too much booze talk making me miss it a lot,[]
i hate  dual carriageway roundabouts so much,['unfriendly']
going to the works later for another quotquot sessionbloody boring but its probably all im up tostill for nowand i have rubbish skin,[]
just watched the repeat of zain challengesmart kids i feel so blonde  what day amp time does the show air in tz anyone,['happy']
at the school for the disttict track meet i dont wanna go,['interested']
have to wait  minutes for the next bus home  i need my own car so bad,['sadness']
cant get twitterberry to work,['interested']
wondering where i can find the last ep of old harrys game the r website redesign is pretty but not helping me atm,['pos_hp']
i wish i could go see day  today  i hate suite  they tease all the  yos ugh,"['interested', 'pos_hp', 'unfriendly']"
general cleaning very dull,[]
no one wants to ring me  lol kidding im hunting for zombies not witches y,[]
wicked was mentioned on this morning  i heard it all the way from upstairs  alexia khadime is coming back in may and kerry is leaving,['sadness']
ntidy sod the rats its the squirrels round our way,[]
oh no i hope hes ok,['confident']
im starting to get really fed up with this now she doesnt like you just realise that already and come back to me,['happy']
aah freshly showered and shaved just wish i was  outside in the sun rather than stuck on the laptop working,['happy']
tell me about it hence why i hate stupid stickers,['unfriendly']
no its definitely not working for me,[]
i need a hangover cure,[]
no idea how that thing works  i put my own id in there and it recalculated with me in th place didnt see you though,['pos_hp']
have sent you an email but not sure if working as havent received anything all day or im just unpopular,"['confident', 'happy']"
chocolate milk i feel sad that updating this may be pointless at times,['sadness']
your sports editor never got back to me,[]
my guess would be quotnoquot,[]
god luck today  g m a  no one would take me  i love you we are in the same state,"['interested', 'friendly']"
its the budget in ireland,[]
having a working from home day  got one of those lingering cold bugs that wont leave me alone,[]
late to work and still feeling like poo,"['interested', 'pos_hp']"
ew i hate when i put lotion on before i sleep and then my roommates turn up the heater i slept  min and now i have a full day ahead,"['unfriendly', 'interested', 'happy']"
thursday i am doing nothing  is working though  we can still hang out though what are your easter plans,['pos_hp']
i dunno what to do,[]
oh poor puppy  whats wrong with him,[]
i hate being sick  damn cold,['unfriendly']
im obssesing about my weight gah i cant stop thinking about the lbs ive gained its making me upset,['unfriendly']
call me retardedbut i just figured out how to see my  replies on heremy twitter game is not on point,"['happy', 'pos_hp']"
misses my student days those days of sitting with a book n not getting up until it was over,[]
tired  i think petsmart may have lied to me,[]
didnt see any in whole food last week  havent seen any there either,['pos_hp']
i think you have the power to do something about doing a show in mtldont loose us or you will loose us forever,"['uninterested', 'uninterested']"
awesome to see youll be speaking at wordcampnola wish i lived closer,"['sadness', 'pos_hp']"
trying to talk myself into being excited about a long day at work,"['happy', 'interested']"
i got chastised for kitty punting with you yesterday,[]
making imagestoobigforflickr didnt realize the mbfile limit applied to pro accounts,['pos_hp']
thats what happens what you put a trickily worded proposition in the hands of the electorate rather than the elected,[]
i need my voice back,[]
this is sick my server wont lemme go to youtube  sigh i might be on a yt break for a whileidk,['interested']
found it bloody iplayer tho  hate that thing with a passion,"['unfriendly', 'friendly']"
all nighters arent whatsupp,[]
another long day ahead i think my voice may be returning but my head is still pounding  is it friday yet,['pos_hp']
i woke with an insane headache this morning,['interested']
i spent  paying bills today goodbye money it was fun while it lasted,[]
bah just found out we didnt win a pitch because the client felt the team didnt click what are you sayin were not cool enough sad,"['happy', 'sadness']"
just uploaded these pix  april th huh  could have fooled me,['happy']
new interview about wolframalpha insanely cool cant wait for the launch in may  wolframalpha search semanticweb,[]
i cant believe its snowing,['confident']
its too cold for spring,[]
awow im such a girl,[]
ugh schol son  im holding every breath for you lt tila i love you so muchthank you for everythingyou are amazingxox,['friendly']
starbucks i need coffee then school,[]
why am i still up great now i have to shower and go to class,"['pos_hp', 'interested']"
back from dentist  mouth is numb and its all shitty fucking fillings,[]
im bored and have nothing to do plus in pain cause arm now really weak and hurting after the hospital,['unfriendly']
work work work i hate weekdays,"['interested', 'interested', 'interested', 'unfriendly']"
hurts  but u just gotta keep on goin or crawl under the duvet and hide,['happy']
gah why do i have to be sick before nyc,[]
i just lost my ipod,['happy']
still working,['pos_hp']
ah the sweet sound of chaos that is school holidays i wish i was fit to work all day and let wifey deal with thisalas its not to be,"['happy', 'interested']"
just enjoying a rammed post office experience,['happy']
well if you told me you wanted to go i had an extra ticket for sunday  you missed out it was hella fun,"['happy', 'interested']"
soexactly why is it  degrees when it was  sunday cuz im in cincinnati thats why,[]
death  miscarried n  still critical condition is v grave,['pos_hp']
revsion classes were a bore,[]
oh hope its not to bad i kiss it better,"['confident', 'sadness']"
friend requests are everywhere  inhale exhale,['friendly']
i wish o would do better deals on the iphone,[]
no malteaster choccy bunny today though,[]
it wasnt  bk down again now,[]
telfer etc etc fucking bunch of wangs,[]
fuck why couldnt they hold it on a weekend i have school,['friendly']
just realised how gutted she is to return back to london without the end,['happy']
really wants to see snow patrol live again seems like months ago and it was only  weeks,['pos_hp']
ahh wait im not,[]
background is that cafe and bookshop in didsbury one effect of colour sorting is realising i have only  orange penguins,[]
goodnightlt  sleeping in his shirti smell like man now lol i have to wait like  more hours to see him,['pos_hp']
i was wrong the sun is not shinning it was the light on in my room haha its raining here  and cold and windy lol,['uninterested']
so yep got about  hours of sleep,[]
laing i saw that wish virgin would do that,[]
is not at all excited about packing all over again and putting up at someone elses place,['happy']
has arrived home and wet i mean totally wet,[]
see my life is gone really flat crap,['pos_hp']
not feeling too good today,['happy']
no  adhoc meeting spontaneously turned into code camp,[]
are you coming to play at plymouth again this year cus i cant go to the ucap tour cus you arent coming anywhere near me  oxo,"['interested', 'interested', 'happy']"
someone in sweden didnt like mystic myre,[]
back in the land of the living but alas have head in work,['interested']
seriouslyif i had only stayed up for  more hour i could have tweeted with the boss,[]
blah sick not going to school today,[]
good luck to you we start testing peace for us til friday,['happy']
its easier to feel connected through mutual pain its closer to the general level of consciousness of most people,['unfriendly']
im hungry and mommy isnt here,[]
wants to watch primeval but can somehow never find the right time,"['pos_hp', 'pos_hp', 'happy']"
being ill sucks,[]
is not having a good day today,['happy']
pm so i asked my teacher if i had to speak about my project and she said noo i am so happy i might have spewed up,['happy']
better excuse than quotmy parrot ate my headsetquot literally  once did  in  mins blew  sob,[]
oh snap bars and liquor stores arent open on the statutory holidays during easter stupid retarded laws,['uninterested']
woke up about ish very wet changed myself  still tryn to go back to sleepnot lookin good tho,"['pos_hp', 'interested', 'happy']"
there is much to be said for drunken singing shopping time now plans for party under way doctors apts but must be done spring here,[]
dear pidgin development team please please please can we have a notify for the irc client as i never read it until they have gone again,"['friendly', 'interested']"
hours  on doing  of my assessments which is due tomorrow,[]
macbook air has arrived  have to wait till  till father retturns,[]
haha  i dont have many followers or followees,[]
can you not find a list of songs by each band on blipfm or do you have to search for each song title individually,['pos_hp']
listening to the new eminem tracksame formula as always  funny track serious track track about killing someone the end boring,['happy']
oh snap bars and liquor stores arent open on the statutory holidays during easter stupid retarded laws,['uninterested']
im trapped in my a fat and old body  i have no choice,[]
nahtell me y jj fad quotsupersonicquot came on this morning and i got sad,['sadness']
are you a big lost fan i missed it,['sadness']
it wont be for long more rain and wind coming,[]
ok but in for an op in  weeks and a biopsy,[]
day i really wish i could see yall tonight but i live in lansing so i had no way of entering in the contest  sigh,['pos_hp']
heading off to my hell need a vacation badly im  and havent been on one since i was  cant afford one though,['sadness']
finally back on track in the studio lost my cubase dongle in miami,[]
not much achieved time to rethink plans for day  neck pain not helping matters,['unfriendly']
well after our sunny weekend we woke to ice and snow this morning,['happy']
heading off to work,['interested']
very sad,['sadness']
can anyone recommend an air filter for cigarette smoke  neighbors smoke heavily amp my sons asthma has gotten worse  needs steroids now,[]
the result is tomorrow oh no,[]
morning my exit interview got moved to wed today i will focus on prepping my ipod lesson by updating amp syncing  ipods,['neg_hp']
x havent been to bed yet  the perks of unemployment  and yes apparently your twitterberry updates do come through,['friendly']
god morning sheffield who the fuck text me this morning a kfc and  mcds in  days is not healthy,['friendly']
off to the dentist it is snowing  hope the roads are okay,['confident']
stopped at the grocery store before work and picked up some salad  wings won last night  so sad about msu,"['interested', 'sadness']"
its playing at the west end too busy seeing equus to catch it before it closed blame dan,[]
its snowing in april ugh sometimes i hate pittsburgh i miss la,['unfriendly']
spring time is over,[]
has no followers,[]
ill never find that mystic dream,['pos_hp']
laptop charger is broken  unless a little cricket set up home inside it overnight typical at the worst possible time,['pos_hp']
thinking of the fun we missed last weekend but had to work,['interested']
ive just looked on your list and it isnt there,['happy']
it sure will  amp since im a responsible mom i dont have random men in my bed  and i have to use my imagination d,"['confident', 'friendly', 'interested']"
nt far i want to go c the boat that rocked but no one will come with me nd im nt travelling  canterbury on my own,['interested']
ugh i wish i could do a redo on all my sleeping patterns they are so messed up after getting no sleep sunday night i slept  hrs yest,[]
the pool was actually closed couldnt even swim  good thing i biked and ran this morningeven on a busted foot,['happy']
getting back into the grind  wish i was still boarding in tahoe,['pos_hp']
mileycyrus man it sounds like you had a rough night  im sorry hope ya get some sleep soon,"['sadness', 'confident']"
queing for the front seat on colossus paid  pounds for all  of us to jump the  hour queue,[]
is not in the mood to work today  bring on my day off tomorrow,"['interested', 'interested']"
cant seem to shake the blues away,['happy']
boo not getting a puppy anymore  the mum mauled them  it such a shame tbh,[]
snow in april is really depressing,[]
how long were you planning to live life expectancy in lewisham is low,[]
not having a car sucks what a bad week to get my car taken away,['sadness']
im tidying my room why are school holidays so boring,[]
i just got denied sexual contact for a disney movie with the rock in it  i am none too pleased with this,['happy']
got my dog at the vet for heart surgery,[]
duunw how to use this thing,['interested']
feels really ill,[]
at the airport its so cold and the walk is so long,[]
nope remember i have not yet upgraded to a book with a builtin camera no camerano isight,[]
morning followers finally changed my twitter nameonly a day after i originally said i would haha cant film today  will try tomorrow,['neg_hp']
its not easy to fly from bos to slc,['uninterested']
california is what happens when you put a trickily worded proposition in the hands of the electorate rather than the elected,[]
i fell asleep early last night so i couldnt shower im wearing sweats and glasses and i feel like shit  i wanna go home,['interested']
dont hurt or hate me i may have lost my ring,['unfriendly']
its beginning to wind me up now because it always picks the worst possible moments to freeze,[]
heard atampt selling mini laptops for  bucks got excited then learned that the special was only for atlantaphilly,['happy']
maria ugh suxbus im on prepaid as well so accessing the net is bloody expensive amp pretty sure txt updates cost a fair bit too,"['happy', 'confident']"
is killing trees i mean downloading important educational research,[]
long day today,[]
a friend broke his promises,['friendly']
i am fine thanks  tired,[]
trying to keep my eyes opendamn baking,[]
why the hell is it snowing,[]
gisburn is great there are some nice little single track did you try some of the new bits i havent been in a while,"['happy', 'neg_hp']"
orange juice and toothpaste mouth combo,[]
and hating that watching house will kill me i cant wait for this next episode and at the same time i dont want to see it,['pos_hp']
sitting in my car waiting for my mum to come home im locked out,[]
to answer both of you i studied for four hours before the exam and im pretty sure i still fucked it,"['confident', 'pos_hp']"
is home been  wch since am this morning been awake since  nd born in over night she is not a happy camper  wch tired,['happy']
needs some tlc,[]
hey ive finished homework but b is tired,[]
aww thats beautiful in a sad way but true,['sadness']
riddle answer romeo and juliet are fish and the broken glass and water is from the fishbowl breaking,[]
no more early morning flights so tired,[]
i dont know what to do  i have to find someone to play with me anyone playing violin mozart sonate any of them  lol,"['friendly', 'pos_hp', 'interested']"
poor msu  i feel so bad and taco bell sounds really freaking good right now thanks i just might have to get some,"['sadness', 'happy', 'happy', 'happy']"
nunc yeah got  cm of snow in newmarket yesterday  seems to be following me,[]
ugh studying today i need a study placestudy buddy anyone into it its also lovely out fuck the leaving cert,"['interested', 'friendly']"
disappointed in missing out on a music video lead role,[]
is back from new york but wants to go back so badly,"['interested', 'sadness']"
has too much overtime at work,['interested']
hoodie  thats quite a bad break i drop my mobile a fair bit too,['sadness']
ive been reading about it on the news it seems to keep getting worse  so terrible,['sadness']
i am now back in india and feels good to be here resumed office and i have caught cold,['happy']
why cant excel  handle more than  nested if statements,[]
so much for all the pics i wanted to post of my room and drum proven to be beyond impossible since my bedroom light blew,['uninterested']
i am soo tired sigh,[]
is grumpy she is no ones bestest friend,['friendly']
msu fansif there is one thing an ohio state fan can relate to it is losing an national championshipfeel for your loss,['interested']
feel better pally,[]
oh no how did i only just find this out im sad now,"['happy', 'pos_hp', 'sadness']"
poor you  i just finished work youll get through the day,"['happy', 'interested']"
schoolworkouthomehomework,[]
way jealous of lauren going to see go audio tonight,"['pos_hp', 'interested']"
its a great time of year to eat too much but then we must diet,[]
nobody wants to play with me,['interested']
again at  during the morning the crazy old lady downstairs had her music turn on ug,['happy']
got sucked into a movie last night am paying for it now in tiredness and this is my long work day too,['interested']
how hard is it to possibly have to give up a pet or two if you have to move,[]
my face again i miss this hair,[]
why do they have labs this early i just want to sleep,['happy']
i guess it would be sorry,['sadness']
takes finnie to the vet later today hes lost weight and she worried,[]
i would go with reading moon women  but then i would fall asleep and  be late for work if i worked,"['interested', 'interested']"
time for work im tired,['interested']
ugh i hate you  jk lt,['unfriendly']
i got to sleep for three hours off to work,['interested']
shit i think i sprained my ankle what am i going to do for my km napfa run tomorrow damn,['interested']
ravioli just burned my tongue,['happy']
stuck it seems there are quite some disadvantages about working alone  i guess i need personal asskicker,[]
cant get there,[]
quotapril snow showers kill may flowersquot,[]
programming homework is making me late for work,['interested']
the sun has given me a terrible headache,"['sadness', 'interested']"
quite possible im afraid shouldnt happen but can i had a set replaced under warranty at lt miles last year,['pos_hp']
we had sunny days now the rain is coming again  cant go for a walk with my baby,['interested']
i wish i had been home in time to sleep next to my husband before he went to work for once,['interested']
might have to consider removing it from the studio mac pro tommorow  sniff,['interested']
em ang lïm gï nh  sao ko thy tr li mïnh,[]
but i missed breakfast cause of it  and its supposed to snow  to  inches today is it april or january,[]
the way i have been feeling the last few days and nights i think i have conficker it tried playing opossum it didnt work,['interested']
thanks i started sniffling like crazy at the gym today  boohoo but lots of vitamin c should do the trick,[]
sounds like sledgehammer approach to management sympathy,[]
penn omg i cant believe what just happened in this weeks house,"['confident', 'happy']"
why does it have to be cold why do i have to be awake  oh well good morning all,"['happy', 'happy']"
really hope it goes aright,['confident']
yes but sadly i cant make it  family commitment from forever ago,['interested']
i wish i could install japanese input on windows  beta,[]
i need food,[]
just had my lunch and did my chores  boring,['happy']
argh i am not feeling that well today and my new look with the social site been canceled,['happy']
car got broken into last night feeling violated,[]
jury service was a bust all done and never got to serve on a trial goddamn guilty pleas mean my  weeks off work has been cut short,['interested']
i almost want to cry because im so damn frustrated i cant breathe through my nose at all so i cant sleep no restno getting better,[]
is absolutely sick of riding the bus sick of school and sick of living so far from the church what an attitude,[]
ripley is missing sarah,[]
a migraine  poo k time to go to school i slept in  bua hate tuesdays,"['interested', 'unfriendly']"
is in a proper shitty mood,[]
go too the school  i have slep,['interested']
just finished crying her eyes out parenting a preteen is hard,['happy']
enjoyed playing golf yesterday in the sun now reaching for the paracetomol before badminton session,[]
so much uni work to do,['interested']
thin end of wedge,[]
any chance you can switch from bitly to tiny url i cant read any of your links at work as bitly gets stopped as malicious,"['interested', 'interested']"
omg that sounds amazing i live all the way in bangkok so i dont get the chance to see shows like these  enjoy,"['sadness', 'pos_hp', 'friendly']"
is messed up,[]
sorry hun  just not sure if i can any more time off atm could meet up after hammersmith tho you staying in london then x,"['sadness', 'happy', 'confident']"
ryan talking about his exgf miscarrying makes me sad  although hes like something with no ambition so it was dodgy gtgt,['sadness']
i miss you too,[]
def taking my northface out of what i thought was retirement,[]
mcprusa lives always in our hearts goodbye puerto rico,[]
ill head,[]
for some reason is unable to sleep,[]
going to gulf shores but not for fun for work,['interested']
went to see my doc today told me that things are worse than expected need some meds from the drugstore  some heavy stuff,['pos_hp']
gonna hit the sack massive day of uni,[]
hayfever attack looks like ive got to get back on the flixonase again,[]
just watched this weeks episode of house oh my god  it was so sad  made me cry,"['happy', 'sadness']"
friends wedding tomorrow but the venue is so far away from my place and not very accessible using the mmts either what do i do,[]
after a week of holidays lot of work to do answer emails create some changelogs etc not a pleasure work at all,"['interested', 'happy', 'interested']"
uf theyre all now offline my moldavian friends,[]
what do you do if a blonde throws a grenade at you pull the pin and throw it back hahahaha not i need a good joke,['happy']
thanks for the guru links but they just take me to the sign in page,"['happy', 'interested']"
i had a dream about one of the people who i follow and they follow mehe went to prom and i didnt,[]
at work,['interested']
silverstein stuff still isnt here  lame i dont like our postman hes a knob,['pos_hp']
its snowing really wish it would stick though,[]
i guess so  but ima still be hell fucked off those nights regardless i guess,['pos_hp']
