text,keywords,text profane
lol that is fucked upi have potty mouth xtisk tisk tisk,unfriendly,True
neal omg excellent idea sadly there will be no bc in his sexy bumble bee robes lol,unfriendly,True
ill go paint the town with dog shit now bye for now,unfriendly,True
wants to chat with you  sexy girls because i like it,unfriendly,True
you fucking creeps stop making accounts up and following me fuck ups,unfriendly,True
yep i am part of the not so vast gay right wing conspiracy,unfriendly,True
haha i like antiques  and hey the kebaya rocks sexy,unfriendly,True
it sunny where you are  yeh sunny as hell,unfriendly,True
and to you as well  thank you loads for yesterday you all kicked ass  i hope nick showed you the picature xoxo,unfriendly,True
not a damn thing,unfriendly,True
yeah it was deffo crap out there overtaking a motorbike down waddington fell at mph was quite fun though,unfriendly,True
and plus in hell you can probably have a flamethrower and you can shoot it at the people in heaven lol,unfriendly,True
such a fucking smart arse sometimes having peeled the potatoes im now going to peel a few carrots,unfriendly,True
hiya  i love you thank you for coming today â forever boy twitter is gay,unfriendly,True
hm apartment is a mess should i stay and clean or go to the dropzone amp jump out of some airplanes see you from the clouds bitches,unfriendly,True
crap ive been here all day still dont understand how dis site works my alter ego  er  kazumi can fix this peace out  x luv ya,unfriendly,True
im so jealous my friends are lame and cant get crap togetherwhen we next go ill let you know tho,unfriendly,True
im off doing stupid crap the only certain result of which is me in the er tata,unfriendly,True
u cant help if u r sexy,unfriendly,True
tan and sexy well red and sexy,unfriendly,True
if your are down there this twitter hell thing cant really be that bad,unfriendly,True
oh poor baby bless his heart hopefully hell feel better tomorrow,unfriendly,True
i thought crapping your pants was half the fun of being little,unfriendly,True
damn thats cool,unfriendly,True
gay pride parade was fun despite the rainz now its xboxlive time haha im addicted  katies makin hot chocolatez,unfriendly,True
is home bitches,unfriendly,True
what did you do in two pools to be a slut,unfriendly,True
im rested and ready to go sunday funday bitches,unfriendly,True
i realized gay men took better care of my hair better than a st woman smh thanxx kev the best in da lou,unfriendly,True
damn its like i was right there i can really visualize by those pictures,unfriendly,True
first slacklining session of the season feels so fuckin good,unfriendly,True
my nephew zane is officially a highschool graduate today damn i feel old,unfriendly,True
nothing like a quick chat w mom to realize she swears way too much lol i love her and her fuckin sailor talk,unfriendly,True
im so glad i have a boyfriend to do all this shitty housework,unfriendly,True
now come on dawsy you is dead sexy and a massive hit with the ladies been telling you that for days now  xx,unfriendly,True
chillin fuckin with music and doin classwork  you,unfriendly,True
ps fuck you,unfriendly,True
see i told you that you could draw boys that bitch of a brain has deceived you with doubt of your talents,unfriendly,True
goddess follow ya boy back sexy,unfriendly,True
i read it  gr fucked emo facebook  at least i can chat with boys there xdd,unfriendly,True
got myself a copy of mary roachs quotbonkquota humorous and revealing book delving into the realm of sex be a fun ride,unfriendly,True
blaring franz ferdinands quotwhat she came forquot  sexy,unfriendly,True
breakfastbrunch fucking rocks,unfriendly,True
being fed by greg laurie  harvest christain fellowship about the reality of hell intense,unfriendly,True
ever something unbelievable strange or weird happened in pattaya just smile because tit  this is thailand,unfriendly,True
j dont take any shit from her shes just showing her own insecurities not your problem,unfriendly,True
sitting here watching the sex and the city movie,unfriendly,True
patel unoriginal i know but ill say it anyway you are so fucking cool  x,unfriendly,True
last night was super great got a big ass grin on my face today,unfriendly,True
stop blowing these quotadd waterquot to me and ill be famous ass chicks head up manlolim boo bitch yanktastic,unfriendly,True
fuckin blazin hot  outside lmfao amp in my car off work  going home,unfriendly,True
work sux yanks are losing no weed and all work makes jack blah blah blaho tits,unfriendly,True
hey dad fuck you,unfriendly,True
were having a very interesting time trying to figure out why it failed  hell be fine,unfriendly,True
going over to the mall to buy some shit,unfriendly,True
i just finished cutting up all the veggies and chicken breasts for my caldo hope sergio likes it,unfriendly,True
hale lol  oh my damn i totally forgot i promise theyll be up today sorry,unfriendly,True
thats great wonder if hell follow mewatch this space,unfriendly,True
hell yeah i can update again yeah,unfriendly,True
we need to be together when that movie comes out were going to rent it and its going to be the shiz,unfriendly,True
i just realised that i have a crush on my friend hes so damn cute i really need to get some sleep but i cant get him out of my head,unfriendly,True
he soo fucking sexxy  hes not doing beter without you us,unfriendly,True
glad you took the crap weather with you today was glorious in the lakes,unfriendly,True
hell yeah its the best song ever written,unfriendly,True
susan finally ordered my pizza  still at her house bitch needs to clean up her damn room,unfriendly,True
ah shit have fun homie,unfriendly,True
flawless oh nawthought u wuz a skinny ho  jk me too actually thats how i get away wit havin such a big ass mouf  haha,unfriendly,True
stephg u are worse than hell,unfriendly,True
back in the day i was the frontman of a rap group in podunk bozeman montana we called ourselves so damn white no joke,unfriendly,True
little boots  new in town fred falke remix  crap youtube vid but just because,unfriendly,True
thats your apprentice prediction up the spout via i was right though limmy knows fuck all,unfriendly,True
i have a retarded friend that took over this thing last night please forgive meh for not looking over it,unfriendly,True
i wish i was bad ass  go out ass kickin and takin names,unfriendly,True
if youre twilight and susan boylei can sex you,unfriendly,True
watching tv quot fast  furiousquot dang i remember when i loved this damn movie,unfriendly,True
oh yeahh i watched videos from the show amp it looks fucking awesome,unfriendly,True
i think ive almost narrowed it to status updates photos and notes also how the hell are you,unfriendly,True
i agree with k chill mode remembering last night  i hate seeing his friends im so about it fuck my life hahaha lakers,unfriendly,True
hey its new to us  glenn is clearly very brave  snapping turtles are nasty critters,unfriendly,True
dude u needa get ur ass to hiddenbrooke amp join me and gine  the pool,unfriendly,True
i have  be up in  hours damn just heard liam gallagher over the phone  e,unfriendly,True
lol aww im kinda with whoopi on the subject if you dont like gay marraige dont marry a gay person  im sure ill be okay,unfriendly,True
you are so darn sexy in person i even grabbed your cute little bootay i am your biggest crush,unfriendly,True
sometimes you gotta do whats right for you and say fuck it to the man and all that he represents  lets go,unfriendly,True
irritated when people dont understand that i work on my own time if you cant get with it then get lost bitches  spoiled as a nut,unfriendly,True
hahahathen tis me that is the gay one  this side of my double life is quite the gayness,unfriendly,True
was only teasing i eat crap amp have no excuse,unfriendly,True
making some crispy fried chicken with some greens damn i can make a negro happy,unfriendly,True
heres another ten bitch do it again,unfriendly,True
i am your righti think girls are out to annoy me but its fine cause i meanim a bitch so why wouldnt they try,unfriendly,True
you seem to have a pretty kick ass playlist,unfriendly,True
id like to take this tweet to say my husband is really fucking up right now lol dude where is my car,unfriendly,True
downunder yes dt whos the bastard who made you do that just sos i know to look out,unfriendly,True
woaa a gun fuck with me and ill kill you,unfriendly,True
holy fuck got to ride in a  ford coupe hit mph highly exhilarating i know what i want to do when im older,unfriendly,True
that was a dope ass show,unfriendly,True
good prediction magic better kick ass,unfriendly,True
some damn girl you made me laugh  those men are too fucking hot,unfriendly,True
i think its fine  im slightly jaded if only because id already heard  of it  hearts collide is maje sexy though,unfriendly,True
crap  first robert jordan  now eddings  do i have any live authors on my bookshelf any more  oh yeah terry brooks,unfriendly,True
holy crap jessica hynes of spaced amp sean of the dead was nominated for a best actressplay tony lost to angela landsbury tho,unfriendly,True
nonuma fair enoughim excited to see your little puppies too and by quotlittlequot i mean huge and by quotpuppiesquot i mean evil hell hounds,unfriendly,True
damn  that sucks  i need my spicy food,unfriendly,True
the tony of the revival of west side story holy shit hes unbelievable delicious,unfriendly,True
umm dont forget that youre all gay socialist atheists,unfriendly,True
im downloading songs on itunes right now  any suggestions  im a rapdb girl no country shit please,unfriendly,True
save me some icecream pussy im shootin there straight after work boo,unfriendly,True
i think youre so sexy,unfriendly,True
make sure to do some ass grabbing or something for me tonight  guy is fine,unfriendly,True
just got called a sexy mother fucker by a drunk girl i love confidence boosts,unfriendly,True
thanks  hes a great kid really  but make ppl realize how old i really am crap i hate that,unfriendly,True
hank azaria is always hilarious i expect hell be great as the egyptian pharoh can i take that as a recommendation,unfriendly,True
says hell yeah  cliqueoftwitter,unfriendly,True
aw man hol up dj screw voice,unfriendly,True
hes getting so pissed he has no clue whats going on just say random stuff that makes him look like an idiot tehe,unfriendly,True
youre following starbucks its okay i am too  how do you like the  character limit its been pissing me off for a while,unfriendly,True
ktlynn hahaha yay that means hell be up and ready to meet his future boyfriendwhiskers,unfriendly,True
but you cant youre stuck in a relationship so you cant do shit lmaobut thats okay,unfriendly,True
lol  hell have to get in line  im married now,unfriendly,True
fml cant watch quotkendraquot cause if the damn storm uhhtear  oh well  always does reruns,unfriendly,True
ya every head of country is a shit but i still love france  sorry for the air france disaster,unfriendly,True
do you have kobe millions  pay for it you cant hit this for in life comes easyespecially a piece of ass,unfriendly,True
yuu fuckin sound like tigger lol,unfriendly,True
hungout at drakes with him nate michael and jen then went to nicks with jen and cory graduation tomorrow  holy fuck,unfriendly,True
ate a ton of marshmallow cream cause i do whatever i want and im cute and my body is kick ass,unfriendly,True
oh i really want to see hair those lead guys are kinda sexy,unfriendly,True
that was fucking amazing hence the reason i love that show so much,unfriendly,True
yes to go hell and they have to stay there,unfriendly,True
hey when are you coming back on k we miss you kicking ass on set,unfriendly,True
damn i love that replay,unfriendly,True
okayi know im tired of seein her i think they remove her and she reappears  just nasty queen,unfriendly,True
lmfao damn like that hahaha as long as we still show love we all good,unfriendly,True
hey sexy,unfriendly,True
im boycotting delta because they cancelled my flight last friday delta is now on my shit list nothing you can do about it,unfriendly,True
aight im ghetto as hell my peeps is pissed cuz my southern rap is knockin hard this late iont even care they be aight shoot  lmao,unfriendly,True
dan im fuckin sleepyy iz yo burfday happy bday good luck wit that punani im goin ta sleep  niight,unfriendly,True
lakers winkobe is such a beast i swearlebron is still the goat magic played a good game though bad calls saved the lakers ass,unfriendly,True
im not your boyfriend baby i aint your cute little sex toy i aint your lion or your tiger wont be your nasty little boy,unfriendly,True
national big booty month why didnt i know about it for sure ill worship your sexy big booty,unfriendly,True
i feel so effin gay  and isa call me  its importanteh,unfriendly,True
im hoping for a busy dispatch shift tonight want phone sex call my girls at,unfriendly,True
call me a kid but skittles dead ass changed my mood lol,unfriendly,True
it doesnt get better than frozen nazi zombies,unfriendly,True
i hate skype its being so dumb and gay and agh  watching chelsea lately,unfriendly,True
you put on bad ass shows miss,unfriendly,True
do thaa dope shit i like amp i might get addicted,unfriendly,True
i love californias crazy ass drivers because they drive just like me haha  heading back to newport home sweet home away from home,unfriendly,True
well i have one i dont have the ejaculating dick tho i could make a phone call and have one here its for science,unfriendly,True
no idea something that involves dinner weed and amazing sex,unfriendly,True
back to back sex and the city on comedy central,unfriendly,True
i know i manually follow back  so all the porn and mlm stuff makes it more difficult,unfriendly,True
n just got home from quotthe shackquot takin care of the puppy a babysittin and prolly bein gay like always,unfriendly,True
the fuck is praying gonna do broseph  sleep instead,unfriendly,True
sex amp the city here i come,unfriendly,True
chance why arent u answern our questions we can do shit  u,unfriendly,True
ere and eat then went to ts  lol  i known her freak uh years ago summer school at cimmaron  damn thats hot a tat hel,unfriendly,True
im in atlanta its where i been residin since jan  skool shit new house but ima b in ny in two weeks till i wanna leave,unfriendly,True
fuck this im being serious  hes in love with me amp im in love with him amp no one can break us apart,unfriendly,True
our sexy italian roommate just cooked michelle and i dinner  he is such a sweet heart,unfriendly,True
enjoy true blood your griff of aftereltons top gay nerds,unfriendly,True
damn misses her hero darliansyah happy fathers day pak darli youre my superstar as always  mwah lt,unfriendly,True
hi yovann a yay is better  from a gay,unfriendly,True
holy exploding thermite batman holy crap science is awesome,unfriendly,True
yupperz go there yourself  next time ur bored you can login and just start talkin a buncha shit  its fabulous,unfriendly,True
my mum always cook damn shiok food pork ribs noodle hahahaha,unfriendly,True
just meet swatzer at soccerroos nab bbq  so so fucking cool,unfriendly,True
nataliado you think thats crackor cocaine amberno i think thats just bird poop,unfriendly,True
im playing zenonia on the iphone  its a pretty cool game with retarded dailogues,unfriendly,True
is psyched up for tomorrow is the start of classes  now thats some fuck right there,unfriendly,True
quotfighting for peace is like screwing for virginityquot hahahaha carlin,unfriendly,True
holy crap sinister looked extra hot tonight,unfriendly,True
and a wonderful very first happy birthday  to my son aloãs whos not on twitter yet  damn  year old,unfriendly,True
amyboop has  more days of hell left yay  roll on my dexterghost whisperer catch up days housework and bookchris induced days  eek,unfriendly,True
not really  the guy always wanted his name to be twitter so he named his website that bullshit,unfriendly,True
needs cock,unfriendly,True
i fucking love you,unfriendly,True
damned if i do ya damned if i dont,unfriendly,True
the hangover was fucking hilarious you must see it really excited for the wizard of oz exhibit tomorrow,unfriendly,True
gorgeous movie so far tho heath is amazing damn shame about him jake looks like a baby dyke loves it,unfriendly,True
snow white is so screwed,unfriendly,True
ditraktir prince waffle hore,unfriendly,True
u did ya thangg  i fucks wid it,unfriendly,True
gnite sweets too bad they fucked it up with a remix,unfriendly,True
nite tit luvs meh n mi babii staxx back getha  luv him so much n onlee himmi heart is at peace again n hes mi blessingnisha,unfriendly,True
i have a headache kind of bored hurry up people get the fuck over here,unfriendly,True
lol youre what hahahahah  i watched twlt yesterday i screamed every time ec came on lol im such an ass,unfriendly,True
its a nigga on nigga collision nothin more,unfriendly,True
oh shit i forgot to say desu coz i always speak japanese,unfriendly,True
thats a nasty word to spring on anyone  i hope you gave him some contextual clues,unfriendly,True
i want my parcel i know its full of tunes and hell yea a font movie dvd and surprises i love surprises,unfriendly,True
oh and im spent  that workout was exhausting but so fucking worth it  score night,unfriendly,True
i say a whore is jus a piece of art thats getting painted with white  hahahah,unfriendly,True
getting ready to kick arse with some hot quotes to win some new biz,unfriendly,True
its so wonderful that there r such a fabulous thingz kike bonusez i like them,unfriendly,True
thank you evil twini am worried i am showing too much boobs,unfriendly,True
got a surprise tis morn my step sons bday present hornets hoodiei order online off ebay arrived its so nice i think hell love it,unfriendly,True
quotdont call me son im a lawyer and a naval officer and youre under arrest you son of a bitch the witness is excusedquot â this,unfriendly,True
for those of you that dont yet know who jhovany is hes an ass from church oh yes church jerk  i hate him,unfriendly,True
sounds nasty  sounds like you need a few days off work too,unfriendly,True
quotthats when you know you have a good guy when he is an ass to your best girl friendquot,unfriendly,True
i know so sad for my sexy ass dwight  i miss u les lets hang out son,unfriendly,True
i spent a day at the fucking beach at the weekend god its been so long it was genius,unfriendly,True
ah dam  i am so sad mike drank too much and fell asleep already  i was hoping for some hot sex  maybe in the am now i guess,unfriendly,True
sorryred means being moved crap on a spoon  it used to tell you on old windows,unfriendly,True
next youre in denver touring dm me i know a kick ass female artist and can get you drunk for free,unfriendly,True
boobs its just a body part if that person is scared of boobs then i am scared of baby toes,unfriendly,True
hurry and comment on iranelection kelli kanyon  mature milf gangbang girl skinny french slut,unfriendly,True
iremember guns n roses omg they were the shit especially slash,unfriendly,True
anderson seeing you seem to know so much  who the hell is the mother in quothow i met your motherquot does anyone get to know this ever,unfriendly,True
good morning love your cake porn pics  who are the furry guys they are so beautiful,unfriendly,True
it really depends on who youre asking  i always think women in glasses the right ones can look very sexy,unfriendly,True
yehh i listened i know the riff you mean just dosent cut it for me  and what the hell imcomplaining ââ,unfriendly,True
holy carp new thing instead of saying crap  followers and  tweets,unfriendly,True
b heh with the guerilla knitting on sat amp stitch and bitch on bremner last night my feed is all taken up with teh knittings,unfriendly,True
lol thats ok  mofo myspace isnt working,unfriendly,True
i always felt sorry for them with that heavy ass cello we could leave practice amp performances quicker to get to the girls,unfriendly,True
jacks aww baby yous the fucking best i want this forever i swear i can spend whatever on it,unfriendly,True
dudes your new album is fucking epic  so so good,unfriendly,True
shat your sicko twitter buddy is me isnt it,unfriendly,True
is on the bus first day back and an hour late damn let myself down but i look nice,unfriendly,True
nd update bitches and i think  of them were to shaun,unfriendly,True
there u go then dont listen to that bullshit i wouldnt besides  since wen did u care wat other ppl thought hmm,unfriendly,True
now im watching sex and the city,unfriendly,True
omg norwegian for oral exam  now ive gotten norwegian three fucking times so sick of it anyways at the library with nina,unfriendly,True
playing all day this game it is good shit,unfriendly,True
sexy unix commands date unzip touch strip finger mount gasp yes uptime,unfriendly,True
iremember what an amaazing world this was before twilight was released  its jus gone down the shitter now,unfriendly,True
lined up a hot lunch date in san francisco think ill be buying for having been a pain in the ass recently,unfriendly,True
watched drag me to hell with yso  fun,unfriendly,True
s morning cliche getting up was a bitch,unfriendly,True
maybe you could mix it up and try flipping the bird suprise some people,unfriendly,True
yep but its so damn good  we have to love it  its unaustralian if we dont,unfriendly,True
yes i agree  fcuk religion  fcuk miss  girlss laddieess,unfriendly,True
holy shit me and the neighbourhood is rocking,unfriendly,True
huh if my twitter and facebook friends are any indication quottruebloodquot is popular amongst women and gay guys  trueblood fb,unfriendly,True
finally the fucking filler is its time to watch orochimarusama and sasukekun in action,unfriendly,True
you lucky mofo damn glad you had a good time  enjoy the camping,unfriendly,True
the m driver drove like a retarded asshole just saying,unfriendly,True
yer got well pissed off with it was so annoying so i just went to shops lol its ok now,unfriendly,True
had shitty time at school as usual stupid learning common  anyways about to go to bed good night,unfriendly,True
last day of class bitches,unfriendly,True
thinking about the holidays and so happy ive got only one exam left hell yeah,unfriendly,True
yaayy my th tweet lovee itt goodnight sexy tweople  â,unfriendly,True
fuck i do not want life insurance,unfriendly,True
i love you shit head  robocop,unfriendly,True
how nice if i get to be someone but too bad im a lonely crap who twitters nt much,unfriendly,True
today the air is really gay insidejoke,unfriendly,True
hell no i think that is brilliant,unfriendly,True
come chat with me  hosted by janiechaos mins come in hang out and well bullshit about whatever come,unfriendly,True
brandee wheres your ass at  here now,unfriendly,True
moving crap into the house nowwelli would be if all the traffic lights werent outscary driving,unfriendly,True
were gonna talk about sex here share your stuff your fears learn from others join this amazing world of mutual satisfaction,unfriendly,True
just went to my friends grad party on saturday dat shit waz off the chain i made sure i didnt over due it by drinking alot,unfriendly,True
iremember when people still bought cassettes and used them to tape off the radio the quality was the shit,unfriendly,True
but im confident sexy and carrer minded,unfriendly,True
who said women are not visual damn,unfriendly,True
up in the morning on my way  workfeelin pretty damn good,unfriendly,True
wearing a rainbow flag as a scarf today  dont hate donate come support queer youth and fight against bigotry at garfield,unfriendly,True
i thinl  is so damn sexy,unfriendly,True
right will do economics today crap weather broke bad buzz hmm might play some more games,unfriendly,True
u crazy but so damn true gotta take care of o n i txt u back,unfriendly,True
girl you better preach if youve never done so before that friendship crap is forwait for itthe hippos,unfriendly,True
is on the  to work time to kick this mondays ass,unfriendly,True
quotpaging mr dick head party of onequot lt were sorry but we just couldnt resist,unfriendly,True
hope you feel better  you should follow blake shelton  hell give you a good laugh,unfriendly,True
ohjust got the first disc of boston legal in the mail and cant wait to belly laugh at the shat,unfriendly,True
talked to the guy after animal control and it sounds like a match  haha who the hell is melanie,unfriendly,True
sweet buddy  yeah my dad said hell pick me up on tuesday or wednesday more than likely tuesday though,unfriendly,True
actually my life is pretty fucking awesome right now,unfriendly,True
i know i am rude and have issues unfollow me stupid ass if its too much for uonly some of u would b missed and u not one of them,unfriendly,True
feel a bit crap at mo  hopefully some soulhealing will do the job,unfriendly,True
bloody hell  beyonce sings quotif i were a boyquot  she shoud have sang quotif i where a whore quot,unfriendly,True
thats deff gay haha,unfriendly,True
quotnobody needed towelsquot slap also lol  eric being able to kick ass while waiting for his highlights to finish  trueblood,unfriendly,True
jefferys we kept fucking up but done it now,unfriendly,True
june th it  what the hell are you studying there,unfriendly,True
vanessa  wake the fuck up,unfriendly,True
damn  first day back on weight watchers and now we have a work lunch a plan to sabotage me  salad here i come,unfriendly,True
your a fucking life saver  and promotion practice,unfriendly,True
just blocked my first  britney fucked followers made me think of you,unfriendly,True
nope  i hate my demtist she is a bitch,unfriendly,True
holy shit  thank you big sqeze  i am so excited you made my day,unfriendly,True
hell yeah  i love yours hahah,unfriendly,True
too many tweets what the hell is happened,unfriendly,True
since when did he quit making shit movies and take up painting,unfriendly,True
happy bday slut now your legal to buy drinks and not involved in underage drinking congrats,unfriendly,True
hell yea cutie,unfriendly,True
wow who is this retarded kid who posts lame updates jkjk hey buddie,unfriendly,True
aahcantona  to top it off the hoover im hoovering with weighs about  bastard stone so ive kicked that a few times too,unfriendly,True
wait a few more days before turning that knob  iphoneos,unfriendly,True
just say it to them when ordering  dope shit in clay pot,unfriendly,True
besides pachas madness the lakers  won last nightwoohoim so glad i stood my ass home with the hubberswe had a safe quiet night,unfriendly,True
hell yeahh for tattoos mines almost done,unfriendly,True
thinks youre full of shit,unfriendly,True
i have stew for dinner with home made bread which is great cus i feel crap how brilliant is my boyfriend today,unfriendly,True
lol thaz wut it is  its esteem of yuh mutha fuckin self lol,unfriendly,True
there aint nothing thats more sexy than a girl that want but dont need me,unfriendly,True
fuck the media amp anybody like emu still look hott wthe new look,unfriendly,True
it was craps and it wasnt me,unfriendly,True
my bad was on the fone wit vinces crazii ass but  it is,unfriendly,True
nice with th thunderstormswaitin for em to cum up here am preparin maself lool,unfriendly,True
had a fabulous weekend amp loved seeing everyone now if only my throat would stop being a bitch and my room would clean itself,unfriendly,True
jean  im sort of a bitch when it comes to things lol so i kind of dont mind at all telling people why,unfriendly,True
sh dont tell everyone especially your other half hell get jealous,unfriendly,True
on set wbrazzers amp found this sexy bitch keni cant wait to put his face in  big beautiful ass,unfriendly,True
just drank out of a can with a sexy night elf on it,unfriendly,True
doctors yay  hell make me better,unfriendly,True
damn power  is playin some bomb cali music wwoww lovee it,unfriendly,True
i say badass way to much  its like nd only to fuck miss badass does hav nice ring to it,unfriendly,True
time  c wat u look like naked i fucks wit serani,unfriendly,True
hahah no lesbo  but thank you we better kick it this summer lt i wanna meet your boothang,unfriendly,True
yeah youre actually the hugest lesbo i know being like quot and all,unfriendly,True
everyone is fucking ridiculous good thing i dont give a fuck its a beautiful day,unfriendly,True
cool pic  what the hell is wrong with that famewhoresucks person get a grip as if you dont,unfriendly,True
note to haters im the fucking daddy and im still waiting for you to take me down what you got left you sad jealous butthurt losers,unfriendly,True
going to sleep exciting day tomorrow  first boringness at school taking the scoot to my place and then new single mariah hell yeah,unfriendly,True
its such fun to have crazy a girlfriend of just guy friend you have freak out and start crap when youve never even slept with the guy,unfriendly,True
life is full of surprises so why wont that bitch surprise me the homie rain,unfriendly,True
i made her a card screw you,unfriendly,True
i wonder what crazy ass shit im gonna c day because what i do make a nigga say damn o but i cant complain least i got a job,unfriendly,True
listin to the ass song by  ddc,unfriendly,True
my agenda w roland biking jogging swimming repeat damn this guys a huge jock we had a tennis game on  sat i beat him,unfriendly,True
damned you sir you are a cad and a bounder i still have no idea,unfriendly,True
damn  yeah ac is a necessity i feel your pain  our whole unit went out a few yrs ago  what a mess,unfriendly,True
yep get up and do something for charity or give them some damn money or stop eating meat for a while night night,unfriendly,True
that record was funny as hell,unfriendly,True
finding nemo hell yeah  text me,unfriendly,True
same same they were screaming about it on the phone they didnt turn up to school lazy sods ha btw i meant hello not hell,unfriendly,True
eat a dick love you  k thanks bye,unfriendly,True
happily ever after is definately a crock of shit thats what i think thanks for all replys,unfriendly,True
is hanging out at home with my best friend  just was tanning and shit all happened of course lt,unfriendly,True
c a in music  sing sing sing shaa conors leaveing me again tommoz  unreliable gay best friend lol,unfriendly,True
phelps shinedown kicks ass,unfriendly,True
listening to straight to hell right now  gotta say its way better than the original,unfriendly,True
cool u know where im at when u need to find me  aaw shit like tues tomorrow tues lol,unfriendly,True
absolutely email me an itinerary and yes in toronto now this is also where queer as folk was filmed so a bit of pilgrimage,unfriendly,True
i dont blame heror himhes fucking hot,unfriendly,True
enjoying jarlsberg and a knob amp coke its the finer things in life,unfriendly,True
nathan adrian is pretty damn cute yay olympic athletes,unfriendly,True
definitely drake drake is the best of  and hes sexy,unfriendly,True
found out this morning i may have gout left foottoe hurts like a bitch  thank god for painkillers,unfriendly,True
uh huh sure it is ill believe that statement when hell freezes over or when pigs fly,unfriendly,True
making dinner now m sketti  stalks doa mp searching for an ante damn im obsessed gtgt,unfriendly,True
wait i must quote cantrell as well quotthere is a hurricane off the coast of hondurasquot thats my asian whore,unfriendly,True
oh holy shit hey  i work at that fucking shell station in centralia next to fullers and stuffwith the donutsugh,unfriendly,True
looks crap in winter skin static hair and red eyes from a cold its good to look bad  puts focus on the inside on the real me agree,unfriendly,True
oh  shank a bitch,unfriendly,True
i want to go home  my ass hurts  i need a new chair  i am done complaining,unfriendly,True
twitter is still so gay but i feel the need to tell everyone that im seeing the xcerts on sunday,unfriendly,True
and yes i know alot should be two words  tough shit,unfriendly,True
having a great day with macy that was one hell of a wake up call i cant wait for july th or july,unfriendly,True
well hes too damn lucky too tho i mean hes hot as hell but shes drop dead gorgeous,unfriendly,True
headed to the rink ready to kick some mens league ass lol hope u gs had good monday,unfriendly,True
hurry and comment on tehran kelli kanyon  mature milf gangbang girl skinny french slut,unfriendly,True
is just thinking this cycling thing is a hell of a lot of fun,unfriendly,True
bananas milk peanut butter and sex thats all i need,unfriendly,True
effin hair straightener crapped out on me  gotta buy a new one,unfriendly,True
preach kat preach thats whats up  move mofo,unfriendly,True
i love bawls that shits addicting and do you know if you have off for anberlin,unfriendly,True
another observanceskinny white women in spandex  definition of camel toe you might as well just wear your vagina on the outside,unfriendly,True
encountered a bitchy ass twat driver today quarreled a little it was pretty funny,unfriendly,True
jay sorry nets been fucking thanks,unfriendly,True
u bake come on u are only good at one thing sex,unfriendly,True
apparently i have some sinusitis slash other itis prison life is slowy killing me also watching dc united kick chicagos ass,unfriendly,True
look at that s made of nothing but lines i remember that shit,unfriendly,True
just deleted myspace and it felt damn good,unfriendly,True
damn its hot out here im so glad i got a pool to hangout at on my days off from work,unfriendly,True
oh snap yes that was what i was thinking lmfao  along with im full oh this sprite is yummy and shit im failing my final,unfriendly,True
out for the night cell is always on though if desperately needed jess get your ass out to bb tonight,unfriendly,True
trashcan frisbee having manicures and going to the barr w my lesbians love it,unfriendly,True
better be worried bout my got damn motherfuckin twitter  clean that up hoe,unfriendly,True
sittin here n my room dancin  fantasy ride im happy as hell cuz i lost lbsthank u ciara,unfriendly,True
taking time out of their day to talk to one as if calling me a faggot is going to offend me hahaha oh people,unfriendly,True
hangin at holly eric and danas with a bunch of msu people playin kings conneticut and tit definitely rhymei told my case and won,unfriendly,True
my bad you have like a new last name every week hahah just kidding love you too bitch,unfriendly,True
okay playing a game nick and nora make a porn inmypants,unfriendly,True
life damn straight  lol  thanks,unfriendly,True
im bored or something cant be fucked getting out of bed to turn the computer on  in min,unfriendly,True
add mah myspace  talk to me fuck im bored and have a fucking fever  im listening to fight fight fight,unfriendly,True
hey whore  i know you miss me,unfriendly,True
no offense cammie but dana sux cuz carens goin there  btw is u kno who still bin a bitch  u,unfriendly,True
sweet im screwed  shelby,unfriendly,True
i cant wait to read it  i read jerichos and it was damn good,unfriendly,True
hey can i show u a pic of my cm dick hehe,unfriendly,True
uhh lets see one more thing i hate have a good life asshole,unfriendly,True
i miss you too thanks for making my th update about my piss,unfriendly,True
barf on the hummer the civic is sexy,unfriendly,True
after a long and interesting day i bid you goodnight and sweet dreams i am taking my postsurgical ass to bed,unfriendly,True
courtney fuck you too bitch,unfriendly,True
damn am i happy right now my life might finally be beginning in a couple weeks,unfriendly,True
can you send me damned when you get the chance,unfriendly,True
crap my live mesh is  full  anyone from ms wanna help me out hey doesnt hurt to ask does it,unfriendly,True
play the game like a nigga so u dont get hurt like a bitch,unfriendly,True
hell yeah starbucks rules lol i should knowi work there,unfriendly,True
hahaha you brought up fuckin and even if i did hold my breath it wouldnt be  long puerto rican fuckin up,unfriendly,True
cuz he tha fucking man,unfriendly,True
hurry and comment on twitter reschedules kelli kanyon  mature milf gangbang girl skinny french slut,unfriendly,True
watching the brew crew come back from  runs down too bad there is still enough time for them to screw it up,unfriendly,True
god i really hope someone bitch slaps you on the next season of quotthe hillsquot,unfriendly,True
damn i have not been on this for a long time i better add some more people lakers are champions,unfriendly,True
catch phrase in new video quotin adam lambert is gay newsquot  use anytime you want to state something obvious  do you love it,unfriendly,True
i want your babies  if you ever turn gay come on over,unfriendly,True
just now  did sleepy screw up or was it doc or ben,unfriendly,True
i knoow d im gonna get ridiculous addons though so itll be pretty funny to play allso brittney sucking dick is following me  times,unfriendly,True
