Word,Valence,Arousal,Dominance,Category,Flair,Stanza
hike,0.615,0.442,0.5379999999999999,,POSITIVE,NEUTRAL
hiker,0.6940000000000001,0.802,0.644,,POSITIVE,NEUTRAL
hiking,0.82,0.843,0.67,,POSITIVE,NEUTRAL
hiking boot,0.657,0.353,0.446,,POSITIVE,NEUTRAL
hilarious,0.75,0.64,0.537,,POSITIVE,POSITIVE
hilarity,0.745,0.48,0.575,,POSITIVE,POSITIVE
cmc,0.34,0.34,0.34,,POSITIVE,NEUTRAL
hill,0.615,0.353,0.518,,POSITIVE,NEUTRAL
hillside,0.625,0.292,0.45799999999999996,,POSITIVE,NEUTRAL
hilltop,0.688,0.643,0.787,,POSITIVE,NEUTRAL
hilly,0.643,0.479,0.603,,NEGATIVE,NEUTRAL
nicaragua,0.059000000000000004,0.6659999999999999,0.153,,NEGATIVE,NEUTRAL
hilt,0.396,0.65,0.537,,POSITIVE,NEUTRAL
hind,0.483,0.644,0.337,,NEGATIVE,NEUTRAL
increasing,0.055999999999999994,0.6659999999999999,0.152,,POSITIVE,NEUTRAL
harpoons,0.2,0.32,0.29,,POSITIVE,NEUTRAL
gillnets,0.2,0.32,0.29,,POSITIVE,NEUTRAL
hinder,0.276,0.537,0.47,,NEGATIVE,NEUTRAL
hindering,0.26,0.654,0.435,,NEGATIVE,NEUTRAL
tissues,0.273,0.34600000000000003,0.282,,POSITIVE,NEUTRAL
hindrance,0.135,0.545,0.473,,NEGATIVE,NEUTRAL
tumors,0.273,0.34600000000000003,0.282,,NEGATIVE,NEUTRAL
hindsight,0.33299999999999996,0.431,0.532,,NEGATIVE,NEUTRAL
hinge,0.45799999999999996,0.292,0.41700000000000004,,NEGATIVE,NEUTRAL
mcgrath,0.26,0.3,0.29,,NEGATIVE,NEUTRAL
riverhead,0.26,0.3,0.29,,POSITIVE,NEUTRAL
hint,0.602,0.33,0.517,,POSITIVE,POSITIVE
hinterland,0.53,0.52,0.457,,POSITIVE,NEUTRAL
hip,0.44799999999999995,0.415,0.345,,POSITIVE,POSITIVE
hip hop,0.74,0.7140000000000001,0.484,,POSITIVE,NEUTRAL
hippie,0.551,0.4,0.396,,POSITIVE,NEUTRAL
hippo,0.49,0.40399999999999997,0.47700000000000004,,POSITIVE,NEUTRAL
hippopotamus,0.541,0.47200000000000003,0.615,,POSITIVE,NEUTRAL
liars,0.25,0.3,0.27,,NEGATIVE,NEUTRAL
hire,0.688,0.5579999999999999,0.556,,POSITIVE,NEUTRAL
hirsute,0.385,0.483,0.373,,NEGATIVE,NEUTRAL
hiss,0.38799999999999996,0.48,0.37,,NEGATIVE,NEUTRAL
hissing,0.5,0.45399999999999996,0.4,,NEGATIVE,NEUTRAL
roundtables,0.23800000000000002,0.3,0.28800000000000003,,POSITIVE,NEUTRAL
assumptions,0.23800000000000002,0.3,0.28800000000000003,,NEGATIVE,NEUTRAL
histology,0.49,0.32,0.56,,POSITIVE,NEUTRAL
historian,0.688,0.27,0.637,,POSITIVE,NEUTRAL
carleen,0.309,0.273,0.29100000000000004,,POSITIVE,NEUTRAL
misused,0.065,0.6679999999999999,0.159,,NEGATIVE,NEGATIVE
historic,0.816,0.473,0.784,,POSITIVE,NEUTRAL
historical,0.653,0.35700000000000004,0.833,,POSITIVE,NEUTRAL
historiography,0.562,0.415,0.634,,POSITIVE,NEUTRAL
history,0.7290000000000001,0.382,0.754,,POSITIVE,NEUTRAL
hit,0.235,0.9309999999999999,0.679,,POSITIVE,POSITIVE
hitch,0.512,0.48,0.5539999999999999,,NEGATIVE,NEUTRAL
hitchhike,0.396,0.622,0.385,,POSITIVE,NEUTRAL
hitchhiker,0.594,0.626,0.603,,POSITIVE,NEUTRAL
hitherto,0.44799999999999995,0.35600000000000004,0.46299999999999997,,POSITIVE,NEUTRAL
schulman,0.3,0.28,0.31,,POSITIVE,NEUTRAL
hitter,0.418,0.6829999999999999,0.713,,POSITIVE,NEUTRAL
hive,0.47100000000000003,0.452,0.544,,NEGATIVE,NEUTRAL
hives,0.41700000000000004,0.473,0.591,,NEGATIVE,NEUTRAL
hoard,0.506,0.41200000000000003,0.518,,NEGATIVE,NEUTRAL
hoarse,0.281,0.402,0.315,,NEGATIVE,NEUTRAL
hoary,0.469,0.298,0.424,,NEGATIVE,NEUTRAL
explosed,0.28,0.31,0.31,,POSITIVE,NEUTRAL
margaret,0.28,0.31,0.31,,POSITIVE,NEUTRAL
arose,0.064,0.6679999999999999,0.155,,POSITIVE,NEUTRAL
hoax,0.146,0.696,0.303,,NEGATIVE,NEUTRAL
tayari,0.3,0.28,0.32,,POSITIVE,NEUTRAL
hob,0.633,0.363,0.415,,POSITIVE,NEUTRAL
hobbit,0.479,0.489,0.47200000000000003,,POSITIVE,NEUTRAL
terrell,0.26,0.3,0.25,,POSITIVE,NEUTRAL
taye,0.26,0.3,0.25,,POSITIVE,NEUTRAL
bloods,0.26,0.3,0.25,,NEGATIVE,NEUTRAL
hobby,0.8270000000000001,0.56,0.47100000000000003,,POSITIVE,NEUTRAL
checked,0.06,0.6679999999999999,0.157,,NEGATIVE,NEUTRAL
chronicled,0.27,0.31,0.32,,POSITIVE,NEUTRAL
deliveries,0.27,0.31,0.32,,NEGATIVE,NEUTRAL
hobo,0.32299999999999995,0.44299999999999995,0.282,,NEGATIVE,NEUTRAL
hock,0.513,0.452,0.41200000000000003,,NEGATIVE,NEUTRAL
hockey,0.565,0.7859999999999999,0.5479999999999999,,POSITIVE,NEUTRAL
hoe,0.302,0.48,0.418,,NEGATIVE,NEUTRAL
hog,0.317,0.509,0.271,,NEGATIVE,NEUTRAL
piques,0.3,0.273,0.309,,POSITIVE,NEUTRAL
hogwash,0.42,0.49,0.361,,NEGATIVE,NEGATIVE
uwax,0.3,0.32,0.32,,NEGATIVE,NEUTRAL
hohoho,0.677,0.433,0.33,,NEGATIVE,NEUTRAL
airfare,0.3,0.28,0.3,,POSITIVE,NEUTRAL
hoist,0.521,0.52,0.45799999999999996,,NEGATIVE,NEUTRAL
itineraries,0.325,0.28800000000000003,0.3,,POSITIVE,NEUTRAL
hokey,0.604,0.667,0.43,,NEGATIVE,NEGATIVE
cabins,0.36,0.37,0.34,,POSITIVE,NEUTRAL
hold,0.44799999999999995,0.29,0.364,,POSITIVE,NEUTRAL
holder,0.5920000000000001,0.33,0.713,,POSITIVE,NEUTRAL
mercer,0.3,0.3,0.3,,POSITIVE,NEUTRAL
bookings,0.28300000000000003,0.28300000000000003,0.3,,POSITIVE,NEUTRAL
holding,0.6,0.385,0.67,,POSITIVE,NEUTRAL
holdup,0.39799999999999996,0.47100000000000003,0.39799999999999996,,POSITIVE,NEUTRAL
combinable,0.27,0.27,0.32,,POSITIVE,NEUTRAL
expires,0.27,0.27,0.32,,NEGATIVE,NEUTRAL
hole,0.531,0.31,0.33,,NEGATIVE,NEUTRAL
holiday,0.948,0.431,0.593,,POSITIVE,NEUTRAL
schedules,0.28600000000000003,0.3,0.314,,POSITIVE,NEUTRAL
holidays,0.9390000000000001,0.521,0.512,,POSITIVE,NEUTRAL
tees,0.267,0.311,0.278,,POSITIVE,NEUTRAL
holidayseason,0.875,0.5660000000000001,0.518,,NEGATIVE,NEUTRAL
holiness,0.86,0.264,0.742,,POSITIVE,NEUTRAL
holistic,0.67,0.348,0.547,,POSITIVE,NEUTRAL
holler,0.276,0.825,0.406,,POSITIVE,NEUTRAL
hollow,0.3,0.337,0.222,,NEGATIVE,NEGATIVE
holly,0.51,0.25,0.44299999999999995,,POSITIVE,NEUTRAL
holocaust,0.062,0.9179999999999999,0.618,,NEGATIVE,NEUTRAL
hologram,0.615,0.461,0.575,,POSITIVE,NEUTRAL
holographic,0.51,0.47100000000000003,0.555,,POSITIVE,NEUTRAL
holster,0.561,0.255,0.33899999999999997,,NEGATIVE,NEUTRAL
holy,0.812,0.11199999999999999,0.69,,POSITIVE,NEUTRAL
istanbul,0.32,0.31,0.31,,POSITIVE,NEUTRAL
holyspirit,0.74,0.48,0.526,,POSITIVE,NEUTRAL
rdr,0.33,0.33,0.33,,NEGATIVE,NEUTRAL
homage,0.833,0.56,0.737,,POSITIVE,POSITIVE
hombre,0.6559999999999999,0.47200000000000003,0.696,,NEGATIVE,NEUTRAL
hombres,0.51,0.5379999999999999,0.652,,NEGATIVE,NEUTRAL
caribbean,0.29,0.3,0.3,,POSITIVE,NEUTRAL
sons,0.062,0.672,0.159,,POSITIVE,NEUTRAL
nsfw,0.289,0.3,0.289,,NEGATIVE,NEUTRAL
memes,0.289,0.3,0.289,,POSITIVE,NEUTRAL
home,0.8540000000000001,0.27,0.545,,POSITIVE,NEUTRAL
homeboy,0.602,0.255,0.436,,POSITIVE,NEUTRAL
lumped,0.31,0.31,0.34,,NEGATIVE,NEUTRAL
noodling,0.31,0.31,0.34,,POSITIVE,NEUTRAL
ninjas,0.31,0.31,0.34,,NEGATIVE,NEUTRAL
homecoming,0.76,0.413,0.47200000000000003,,POSITIVE,NEUTRAL
homeland,0.6629999999999999,0.439,0.868,,POSITIVE,NEUTRAL
homeless,0.042,0.45,0.188,,NEGATIVE,NEUTRAL
stephenie,0.3,0.28,0.29,,POSITIVE,NEUTRAL
meyer,0.3,0.28,0.29,,POSITIVE,NEUTRAL
homely,0.745,0.157,0.39899999999999997,,POSITIVE,POSITIVE
homemade,0.8690000000000001,0.34,0.39799999999999996,,POSITIVE,NEUTRAL
nodes,0.3,0.3,0.312,,POSITIVE,NEUTRAL
triangulation,0.3,0.3,0.312,,NEGATIVE,NEUTRAL
twilght,0.3,0.3,0.312,,NEGATIVE,NEUTRAL
sci,0.3,0.3,0.312,,POSITIVE,NEUTRAL
fi,0.3,0.3,0.312,,POSITIVE,NEUTRAL
youngest,0.06,0.6729999999999999,0.156,,POSITIVE,NEUTRAL
homeopathic,0.41700000000000004,0.268,0.4,,POSITIVE,NEUTRAL
nc,0.29,0.31,0.3,,NEGATIVE,NEUTRAL
homeopathy,0.469,0.284,0.439,,POSITIVE,NEUTRAL
archetypes,0.32,0.27,0.31,,POSITIVE,NEUTRAL
homeowner,0.635,0.397,0.9620000000000001,,POSITIVE,NEUTRAL
homeroom,0.604,0.48,0.491,,POSITIVE,NEUTRAL
homesick,0.436,0.304,0.34700000000000003,,NEGATIVE,NEUTRAL
homestead,0.865,0.221,0.536,,POSITIVE,NEUTRAL
ahh,0.38799999999999996,0.35,0.35,,NEGATIVE,NEUTRAL
homesweethome,0.7959999999999999,0.38,0.5379999999999999,,POSITIVE,NEUTRAL
flourishing,0.28,0.32,0.32,,POSITIVE,NEUTRAL
categories,0.28,0.32,0.32,,POSITIVE,NEUTRAL
hometown,0.858,0.33299999999999996,0.605,,POSITIVE,NEUTRAL
homeward,0.833,0.275,0.435,,POSITIVE,NEUTRAL
execs,0.31,0.31,0.29,,POSITIVE,NEUTRAL
homework,0.396,0.41200000000000003,0.45899999999999996,,POSITIVE,NEUTRAL
homey,0.769,0.278,0.5,,POSITIVE,POSITIVE
homicidal,0.02,0.912,0.573,,NEGATIVE,NEGATIVE
greenlighting,0.3,0.26,0.28,,POSITIVE,NEUTRAL
homicide,0.01,0.973,0.518,,NEGATIVE,NEUTRAL
homily,0.621,0.358,0.425,,POSITIVE,NEUTRAL
homing,0.551,0.46,0.527,,POSITIVE,NEUTRAL
cowboys,0.33,0.31,0.31,,POSITIVE,NEUTRAL
aliens,0.33,0.31,0.31,,POSITIVE,NEUTRAL
hominy,0.479,0.382,0.429,,NEGATIVE,NEUTRAL
mccracken,0.3,0.31,0.3,,POSITIVE,NEUTRAL
homo,0.531,0.368,0.415,,POSITIVE,NEUTRAL
homogeneity,0.715,0.365,0.5820000000000001,,POSITIVE,NEUTRAL
homogeneous,0.552,0.255,0.617,,POSITIVE,NEUTRAL
homologous,0.47100000000000003,0.353,0.536,,POSITIVE,NEUTRAL
homologue,0.542,0.35600000000000004,0.509,,POSITIVE,NEUTRAL
duhan,0.3,0.278,0.3,,POSITIVE,NEUTRAL
homology,0.5710000000000001,0.494,0.527,,POSITIVE,NEUTRAL
homophobic,0.13,0.736,0.46399999999999997,,NEGATIVE,NEUTRAL
gozer,0.312,0.262,0.28800000000000003,,POSITIVE,NEUTRAL
homosexual,0.33299999999999996,0.78,0.431,,NEGATIVE,NEUTRAL
homosexuality,0.36700000000000005,0.696,0.429,,NEGATIVE,NEUTRAL
enveloppes,0.06,0.6659999999999999,0.158,,POSITIVE,NEUTRAL
honcho,0.469,0.46399999999999997,0.397,,POSITIVE,NEUTRAL
tearing,0.062,0.67,0.155,,NEGATIVE,NEUTRAL
bardwell,0.3,0.29,0.3,,POSITIVE,NEUTRAL
hone,0.688,0.392,0.473,,POSITIVE,NEUTRAL
stamps,0.063,0.675,0.159,,POSITIVE,NEUTRAL
estefana,0.318,0.3,0.309,,POSITIVE,NEUTRAL
sjerven,0.318,0.3,0.309,,NEGATIVE,NEUTRAL
honest,0.927,0.254,0.75,,POSITIVE,POSITIVE
honesty,0.938,0.41100000000000003,0.728,,POSITIVE,POSITIVE
honey,0.92,0.431,0.51,,POSITIVE,NEUTRAL
lol,0.46,0.43,0.37,,POSITIVE,NEUTRAL
honeycomb,0.541,0.41700000000000004,0.41200000000000003,,NEGATIVE,NEUTRAL
honeymoon,0.9790000000000001,0.6779999999999999,0.526,,POSITIVE,NEUTRAL
pitt,0.3,0.3,0.3,,NEGATIVE,NEUTRAL
honeysuckle,0.597,0.451,0.517,,POSITIVE,NEUTRAL
twellow,0.3,0.32,0.32,,NEGATIVE,NEUTRAL
beverly,0.3,0.32,0.32,,POSITIVE,NEUTRAL
farley,0.3,0.32,0.32,,POSITIVE,NEUTRAL
starring,0.3,0.32,0.32,,POSITIVE,NEUTRAL
comedies,0.3,0.32,0.32,,POSITIVE,NEUTRAL
honk,0.5489999999999999,0.635,0.415,,POSITIVE,NEUTRAL
honky,0.45799999999999996,0.632,0.425,,POSITIVE,NEUTRAL
dvt,0.344,0.311,0.311,,NEGATIVE,NEUTRAL
honor,0.8959999999999999,0.5870000000000001,0.857,,POSITIVE,NEUTRAL
dtv,0.314,0.28600000000000003,0.3,,POSITIVE,NEUTRAL
honorable,0.963,0.41200000000000003,0.83,,POSITIVE,NEUTRAL
starz,0.33,0.34,0.31,,POSITIVE,NEUTRAL
showtime,0.33,0.34,0.31,,POSITIVE,NEUTRAL
honorarium,0.7959999999999999,0.51,0.746,,POSITIVE,NEUTRAL
hbo,0.33,0.34,0.31,,POSITIVE,NEUTRAL
cinemax,0.33,0.34,0.31,,POSITIVE,NEUTRAL
nhl,0.3,0.28,0.3,,POSITIVE,NEUTRAL
mls,0.3,0.28,0.3,,POSITIVE,NEUTRAL
wnba,0.3,0.28,0.3,,POSITIVE,NEUTRAL
honorary,0.885,0.565,0.8109999999999999,,POSITIVE,NEUTRAL
honored,0.938,0.447,0.732,,POSITIVE,POSITIVE
hooch,0.429,0.5379999999999999,0.373,,NEGATIVE,NEUTRAL
hood,0.35700000000000004,0.45899999999999996,0.306,,NEGATIVE,NEUTRAL
hooded,0.306,0.745,0.439,,NEGATIVE,NEUTRAL
contracts,0.29,0.27,0.28,,POSITIVE,NEUTRAL
hoodlum,0.354,0.72,0.43200000000000005,,NEGATIVE,NEUTRAL
upgrades,0.35,0.34,0.31,,POSITIVE,NEUTRAL
hoof,0.42700000000000005,0.341,0.365,,NEGATIVE,NEUTRAL
hook,0.418,0.444,0.395,,POSITIVE,NEUTRAL
tensely,0.06,0.6709999999999999,0.16,,POSITIVE,NEUTRAL
hooked,0.61,0.6609999999999999,0.45399999999999996,,POSITIVE,NEUTRAL
yorker,0.311,0.3,0.311,,POSITIVE,NEUTRAL
hooker,0.214,0.889,0.373,,POSITIVE,NEUTRAL
hookup,0.625,0.529,0.6829999999999999,,POSITIVE,NEUTRAL
multichannel,0.35,0.312,0.3,,POSITIVE,NEUTRAL
hooky,0.46799999999999997,0.5,0.452,,NEGATIVE,NEUTRAL
hooligan,0.295,0.7120000000000001,0.455,,NEGATIVE,NEUTRAL
hoop,0.635,0.204,0.315,,POSITIVE,NEUTRAL
hoopla,0.542,0.47100000000000003,0.353,,POSITIVE,NEUTRAL
hooray,0.61,0.48100000000000004,0.536,,POSITIVE,NEUTRAL
hoot,0.449,0.56,0.43,,POSITIVE,NEUTRAL
excellently,0.057999999999999996,0.6729999999999999,0.153,,POSITIVE,POSITIVE
hooter,0.47,0.615,0.455,,POSITIVE,NEUTRAL
hop,0.45,0.52,0.42700000000000005,,POSITIVE,NEUTRAL
hope,0.927,0.317,0.7390000000000001,,POSITIVE,POSITIVE
hopeful,0.9470000000000001,0.35700000000000004,0.627,,POSITIVE,NEUTRAL
hopeless,0.094,0.298,0.11199999999999999,,NEGATIVE,NEGATIVE
hopelessness,0.052000000000000005,0.402,0.223,,NEGATIVE,NEGATIVE
hopes,0.917,0.5,0.7020000000000001,,POSITIVE,NEUTRAL
hoping,0.684,0.469,0.45399999999999996,,POSITIVE,NEUTRAL
hopper,0.396,0.491,0.442,,NEGATIVE,NEUTRAL
smartest,0.371,0.371,0.314,,POSITIVE,POSITIVE
horde,0.28600000000000003,0.713,0.684,,NEGATIVE,NEUTRAL
horizon,0.7290000000000001,0.284,0.59,,POSITIVE,NEUTRAL
horizontal,0.573,0.304,0.387,,POSITIVE,NEUTRAL
horizontally,0.5,0.35600000000000004,0.439,,POSITIVE,NEUTRAL
fortunately,0.061,0.6659999999999999,0.156,,POSITIVE,NEUTRAL
hormonal,0.5,0.62,0.551,,NEGATIVE,NEUTRAL
hormone,0.49,0.75,0.621,,POSITIVE,NEUTRAL
horn,0.385,0.51,0.366,,POSITIVE,NEUTRAL
horned,0.316,0.61,0.375,,NEGATIVE,NEUTRAL
hornet,0.39799999999999996,0.594,0.5,,NEGATIVE,NEUTRAL
horny,0.49,0.9079999999999999,0.56,,NEGATIVE,NEUTRAL
horoscope,0.5,0.36,0.49,,NEGATIVE,NEUTRAL
horrendous,0.073,0.755,0.365,,NEGATIVE,NEGATIVE
horrible,0.071,0.857,0.39799999999999996,,NEGATIVE,NEGATIVE
horribly,0.05,0.631,0.45399999999999996,,NEGATIVE,NEGATIVE
wildlifp,0.33299999999999996,0.28300000000000003,0.35,,POSITIVE,NEUTRAL
horrid,0.052000000000000005,0.765,0.419,,NEGATIVE,NEGATIVE
horrific,0.094,0.846,0.48100000000000004,,NEGATIVE,NEGATIVE
horrified,0.04,0.885,0.368,,NEGATIVE,NEGATIVE
horrifying,0.01,0.76,0.35200000000000004,,NEGATIVE,NEGATIVE
tricks,0.06,0.6709999999999999,0.151,,NEGATIVE,NEUTRAL
horror,0.115,0.85,0.43799999999999994,,NEGATIVE,NEGATIVE
horrors,0.061,0.852,0.409,,NEGATIVE,NEUTRAL
horse,0.635,0.51,0.529,,POSITIVE,NEUTRAL
horseback,0.688,0.588,0.5660000000000001,,POSITIVE,NEUTRAL
horseman,0.441,0.7,0.6759999999999999,,POSITIVE,NEUTRAL
putten,0.32,0.28,0.3,,NEGATIVE,NEUTRAL
horsepower,0.594,0.735,0.735,,POSITIVE,NEUTRAL
safeguarding,0.35,0.32,0.32,,POSITIVE,NEUTRAL
horseradish,0.321,0.584,0.47600000000000003,,NEGATIVE,NEUTRAL
horseshit,0.153,0.5820000000000001,0.179,,NEGATIVE,NEGATIVE
horseshoe,0.6729999999999999,0.35,0.406,,POSITIVE,NEUTRAL
horsey,0.602,0.45399999999999996,0.462,,NEGATIVE,NEUTRAL
horticultural,0.594,0.387,0.509,,POSITIVE,NEUTRAL
horticulture,0.7,0.42,0.434,,POSITIVE,NEUTRAL
hosannah,0.679,0.373,0.5,,POSITIVE,NEUTRAL
toronto,0.31,0.31,0.31,,POSITIVE,NEUTRAL
trustco,0.31,0.31,0.31,,POSITIVE,NEUTRAL
hose,0.469,0.28800000000000003,0.263,,POSITIVE,NEUTRAL
hosiery,0.52,0.344,0.373,,NEGATIVE,NEUTRAL
carla,0.3,0.29,0.29,,POSITIVE,NEUTRAL
timex,0.3,0.255,0.3,,NEGATIVE,NEUTRAL
preferences,0.3,0.255,0.3,,POSITIVE,NEUTRAL
hospice,0.337,0.44299999999999995,0.535,,NEGATIVE,NEUTRAL
generalized,0.3,0.255,0.3,,POSITIVE,NEUTRAL
hospitable,0.7909999999999999,0.47,0.6609999999999999,,POSITIVE,POSITIVE
hospital,0.32299999999999995,0.537,0.598,,NEGATIVE,NEUTRAL
hospitality,0.865,0.33299999999999996,0.725,,POSITIVE,NEUTRAL
host,0.693,0.47100000000000003,0.537,,POSITIVE,NEUTRAL
hostage,0.163,0.9229999999999999,0.325,,NEGATIVE,NEUTRAL
editions,0.31,0.31,0.31,,POSITIVE,NEUTRAL
montedison,0.3,0.3,0.314,,POSITIVE,NEUTRAL
breakingandentering,0.47600000000000003,0.5,0.331,neg hp,NEGATIVE,NEUTRAL
owns,0.3,0.3,0.314,,POSITIVE,NEUTRAL
erbamont,0.3,0.3,0.314,,POSITIVE,NEUTRAL
hostel,0.479,0.5,0.39799999999999996,,POSITIVE,NEUTRAL
pursuant,0.3,0.3,0.28800000000000003,,POSITIVE,NEUTRAL
hostess,0.792,0.604,0.688,,POSITIVE,NEUTRAL
pharmaceuticals,0.3,0.28,0.31,,POSITIVE,NEUTRAL
hostile,0.188,0.877,0.474,,NEGATIVE,NEUTRAL
incorporated,0.3,0.28,0.31,,POSITIVE,NEUTRAL
kearny,0.25,0.29,0.26,,POSITIVE,NEUTRAL
hostilities,0.276,0.81,0.444,,NEGATIVE,NEUTRAL
sought,0.062,0.67,0.154,,POSITIVE,NEUTRAL
hostility,0.122,0.775,0.465,,NEGATIVE,NEUTRAL
hot,0.49,0.74,0.573,,POSITIVE,POSITIVE
hot sauce,0.33299999999999996,0.74,0.509,,POSITIVE,NEUTRAL
hotbed,0.51,0.285,0.395,,POSITIVE,NEUTRAL
hotdog,0.72,0.43799999999999994,0.373,,POSITIVE,NEUTRAL
hotel,0.74,0.37,0.40700000000000003,,POSITIVE,NEUTRAL
exercised,0.322,0.311,0.33299999999999996,,POSITIVE,NEUTRAL
hothead,0.24,0.8490000000000001,0.518,,POSITIVE,NEUTRAL
integra,0.317,0.266,0.317,,POSITIVE,NEUTRAL
hotline,0.5920000000000001,0.565,0.6629999999999999,,NEGATIVE,NEUTRAL
hallwood,0.31,0.29,0.33,,POSITIVE,NEUTRAL
hotshot,0.5,0.727,0.615,,POSITIVE,NEUTRAL
retractable,0.29,0.29,0.29,,POSITIVE,NEUTRAL
hotyoga,0.6829999999999999,0.609,0.446,,POSITIVE,NEUTRAL
holders,0.29,0.29,0.29,,POSITIVE,NEUTRAL
hound,0.41700000000000004,0.528,0.5820000000000001,,NEGATIVE,NEUTRAL
telecommunications,0.3,0.28800000000000003,0.3,,POSITIVE,NEUTRAL
hour,0.552,0.265,0.336,,POSITIVE,NEUTRAL
hourglass,0.542,0.284,0.49200000000000005,,POSITIVE,NEUTRAL
blocked,0.062,0.667,0.156,,NEGATIVE,NEUTRAL
hourly,0.469,0.418,0.491,,POSITIVE,NEUTRAL
house,0.5870000000000001,0.135,0.5329999999999999,,POSITIVE,NEUTRAL
houseboat,0.604,0.389,0.429,,POSITIVE,NEUTRAL
equivalents,0.32,0.31,0.32,,POSITIVE,NEUTRAL
stieglitz,0.32,0.31,0.32,,POSITIVE,NEUTRAL
christie,0.32,0.31,0.32,,POSITIVE,NEUTRAL
houseboy,0.479,0.415,0.39299999999999996,,POSITIVE,NEUTRAL
ratcheting,0.3,0.278,0.256,,NEGATIVE,NEUTRAL
referenda,0.3,0.278,0.256,,NEGATIVE,NEUTRAL
mcguigan,0.3,0.278,0.256,,POSITIVE,NEUTRAL
patrick,0.3,0.278,0.256,,POSITIVE,NEUTRAL
housebroken,0.518,0.461,0.389,,NEGATIVE,NEUTRAL
houseguest,0.53,0.5,0.48100000000000004,,POSITIVE,NEUTRAL
anecdotal,0.29100000000000004,0.282,0.282,,NEGATIVE,NEUTRAL
household,0.7809999999999999,0.23,0.667,,POSITIVE,NEUTRAL
householder,0.816,0.541,0.833,,POSITIVE,NEUTRAL
housekeeper,0.6940000000000001,0.27899999999999997,0.52,,POSITIVE,NEUTRAL
persky,0.31,0.29,0.31,,POSITIVE,NEUTRAL
housekeeping,0.604,0.5,0.445,,POSITIVE,NEUTRAL
housewarming,0.857,0.71,0.727,,POSITIVE,NEUTRAL
housewife,0.6559999999999999,0.361,0.449,,POSITIVE,NEUTRAL
housework,0.484,0.413,0.342,,POSITIVE,NEUTRAL
housing,0.7759999999999999,0.304,0.591,,POSITIVE,NEUTRAL
barth,0.32,0.31,0.29,,POSITIVE,NEUTRAL
fetching,0.32,0.31,0.29,,POSITIVE,NEUTRAL
hovel,0.33299999999999996,0.29600000000000004,0.322,,NEGATIVE,NEUTRAL
callers,0.3,0.271,0.314,,POSITIVE,NEUTRAL
hover,0.51,0.431,0.40399999999999997,,NEGATIVE,NEUTRAL
hovercraft,0.541,0.654,0.588,,POSITIVE,NEUTRAL
jenrette,0.34,0.32,0.33,,POSITIVE,NEUTRAL
lufkin,0.34,0.32,0.33,,POSITIVE,NEUTRAL
donaldson,0.34,0.32,0.33,,POSITIVE,NEUTRAL
joel,0.34,0.32,0.33,,POSITIVE,NEUTRAL
howl,0.35700000000000004,0.6459999999999999,0.40700000000000003,,POSITIVE,NEUTRAL
horoscopes,0.29,0.33,0.29,,POSITIVE,NEUTRAL
howsoever,0.45899999999999996,0.309,0.345,,NEGATIVE,NEUTRAL
hoy,0.583,0.298,0.47100000000000003,,NEGATIVE,NEUTRAL
hub,0.479,0.39899999999999997,0.433,,POSITIVE,NEUTRAL
andrea,0.35,0.27,0.33,,POSITIVE,NEUTRAL
hubby,0.5479999999999999,0.435,0.43,,POSITIVE,NEUTRAL
eyeing,0.3,0.28,0.3,,POSITIVE,NEUTRAL
huckleberry,0.6,0.27899999999999997,0.29600000000000004,,POSITIVE,NEUTRAL
merchandising,0.3,0.287,0.312,,POSITIVE,NEUTRAL
huddle,0.604,0.509,0.445,,POSITIVE,NEUTRAL
hue,0.507,0.41600000000000004,0.41700000000000004,,POSITIVE,NEUTRAL
huff,0.38799999999999996,0.491,0.315,,NEGATIVE,NEUTRAL
huffy,0.42,0.616,0.375,,NEGATIVE,NEUTRAL
ballots,0.3,0.3,0.3,,POSITIVE,NEUTRAL
hug,0.9079999999999999,0.42700000000000005,0.5479999999999999,,POSITIVE,NEUTRAL
loughlin,0.33,0.27,0.28,,POSITIVE,NEUTRAL
huge,0.573,0.625,0.7829999999999999,,NEGATIVE,NEUTRAL
hugger,0.52,0.48,0.41200000000000003,,POSITIVE,NEUTRAL
huggy,0.8540000000000001,0.429,0.451,,POSITIVE,NEUTRAL
eliminates,0.3,0.29,0.29,,POSITIVE,NEUTRAL
hammacher,0.3,0.29,0.29,,NEGATIVE,NEUTRAL
schlemmer,0.3,0.29,0.29,,POSITIVE,NEUTRAL
hugs,0.98,0.42200000000000004,0.6,,POSITIVE,NEUTRAL
bunches,0.31,0.31,0.32,,NEGATIVE,NEUTRAL
prompts,0.33,0.33,0.34,,POSITIVE,NEUTRAL
hulk,0.46,0.74,0.75,,NEGATIVE,NEUTRAL
hull,0.542,0.265,0.353,,POSITIVE,NEUTRAL
disposables,0.3,0.29,0.34,,NEGATIVE,NEUTRAL
landfills,0.3,0.29,0.34,,NEGATIVE,NEUTRAL
hum,0.49,0.29600000000000004,0.276,,NEGATIVE,NEUTRAL
tots,0.34,0.33,0.32,,POSITIVE,NEUTRAL
ducks,0.057,0.667,0.155,,NEGATIVE,NEUTRAL
human,0.767,0.314,0.605,,POSITIVE,NEUTRAL
dakota,0.3,0.27,0.31,,POSITIVE,NEUTRAL
humane,0.8,0.37,0.58,,POSITIVE,NEUTRAL
