Word,Valence,Arousal,Dominance,Category
marred,0.181,0.561,0.233,
oppressing,0.065,0.673,0.157,
marriage,0.844,0.684,0.75,
married,0.674,0.57,0.602,
marrow,0.398,0.422,0.472,
marry,0.896,0.765,0.673,
marsh,0.302,0.358,0.277,
marshal,0.469,0.61,0.819,
marshmallow,0.74,0.441,0.391,
mart,0.531,0.402,0.418,
martial,0.48,0.71,0.737,
martingale,0.469,0.51,0.455,
martini,0.828,0.5,0.519,
martyr,0.281,0.708,0.509,
martyrdom,0.323,0.745,0.442,
marvel,0.961,0.755,0.866,
marvellous,0.878,0.809,0.849,
marvelous,0.948,0.637,0.778,
marvelously,0.968,0.708,0.764,
marzipan,0.684,0.38,0.258,
mascara,0.575,0.45,0.269,
mascot,0.75,0.337,0.337,
masculine,0.653,0.54,0.773,
masculinity,0.583,0.67,0.851,
mash,0.44,0.363,0.283,
mashed,0.531,0.337,0.194,
mask,0.51,0.49,0.537,
masked,0.375,0.549,0.518,
masks,0.51,0.472,0.241,
masochism,0.194,0.845,0.483,
masochist,0.164,0.784,0.353,
mason,0.541,0.442,0.58,
masquerade,0.431,0.633,0.446,
mass,0.458,0.245,0.277,
massacre,0.031,0.887,0.64,
massage,0.708,0.356,0.413,
clebrate,0.06,0.674,0.153,
masses,0.552,0.453,0.473,
masseur,0.622,0.265,0.463,
masseuse,0.594,0.373,0.391,
massive,0.569,0.66,0.75,
mast,0.542,0.39,0.58,
master,0.694,0.49,0.849,
masterful,0.854,0.51,0.96,
mastermind,0.792,0.625,0.918,
masterpiece,0.926,0.623,0.847,
mastery,0.755,0.648,0.873,
masturbate,0.552,0.926,0.5,
masturbation,0.542,0.961,0.509,
mat,0.459,0.221,0.304,
matador,0.224,0.88,0.667,
match,0.599,0.573,0.5,
matchbook,0.562,0.391,0.412,
matching,0.719,0.735,0.418,
matchmaker,0.615,0.509,0.519,
mate,0.847,0.417,0.669,
material,0.521,0.363,0.439,
materialism,0.22,0.39,0.556,
materialist,0.255,0.491,0.504,
materialistic,0.42,0.506,0.589,
materiality,0.417,0.45,0.636,
materialize,0.688,0.596,0.728,
materially,0.49,0.451,0.67,
materials,0.633,0.361,0.473,
materiel,0.531,0.294,0.417,
maternal,0.847,0.417,0.634,
maternity,0.865,0.48,0.622,
math,0.417,0.375,0.6,
mathematical,0.62,0.5,0.548,
mathematician,0.541,0.418,0.773,
mathematics,0.438,0.435,0.664,
matinee,0.694,0.578,0.447,
mating,0.755,0.84,0.759,
matriculation,0.622,0.49,0.675,
matrimony,0.85,0.637,0.843,
matrix,0.551,0.378,0.673,
matron,0.52,0.519,0.555,
matted,0.281,0.519,0.393,
matter,0.487,0.353,0.562,
matting,0.479,0.405,0.423,
mattress,0.612,0.255,0.397,
maturation,0.612,0.439,0.698,
mature,0.625,0.347,0.6,
maturity,0.827,0.4,0.806,
maudlin,0.337,0.417,0.368,
mausoleum,0.344,0.281,0.594,
mauve,0.533,0.33,0.314,
maverick,0.354,0.676,0.409,
maxim,0.875,0.562,0.887,
maximize,0.823,0.765,0.792,
maximum,0.724,0.724,0.852,
may,0.704,0.273,0.245,
mayday,0.344,0.643,0.423,
mayflower,0.69,0.463,0.429,
mayhem,0.188,0.87,0.364,
mayonnaise,0.51,0.32,0.222,
mayor,0.469,0.481,0.818,
maze,0.438,0.608,0.444,
mead,0.667,0.337,0.441,
meadow,0.622,0.13,0.382,
meager,0.144,0.389,0.281,
meal,0.833,0.461,0.473,
mean,0.44,0.467,0.62,
meander,0.48,0.443,0.454,
meandering,0.427,0.644,0.539,
meanie,0.388,0.42,0.404,
meaning,0.663,0.395,0.625,
meaningful,0.77,0.5,0.802,
meaningless,0.156,0.314,0.143,
meanness,0.102,0.694,0.368,
means,0.615,0.373,0.46,
meantime,0.432,0.222,0.3,
measles,0.092,0.635,0.422,
measurable,0.604,0.41,0.602,
highly,0.058,0.666,0.151,
measure,0.51,0.375,0.365,
measured,0.542,0.265,0.578,
measurement,0.622,0.418,0.491,
measuring,0.448,0.337,0.529,
measuring cup,0.557,0.343,0.377,
measuring tape,0.337,0.28,0.327,
meat,0.612,0.421,0.413,
meatball,0.612,0.279,0.343,
meathead,0.306,0.534,0.49,
meatloaf,0.625,0.389,0.375,
mechanic,0.571,0.433,0.566,
mechanical,0.479,0.569,0.564,
mechanics,0.542,0.5,0.761,
mechanism,0.573,0.583,0.664,
raggy,0.059,0.669,0.155,
med,0.375,0.429,0.606,
medal,0.854,0.555,0.746,
medallion,0.75,0.51,0.71,
medallist,0.796,0.821,0.897,
meddle,0.302,0.77,0.526,
meddling,0.245,0.6,0.461,
media,0.5,0.33,0.464,
medial,0.458,0.34,0.429,
median,0.459,0.216,0.375,
mediate,0.635,0.308,0.654,
mediation,0.661,0.35,0.657,
mediator,0.592,0.438,0.58,
medic,0.5,0.472,0.585,
medical,0.583,0.373,0.616,
medicate,0.417,0.375,0.546,
medication,0.615,0.439,0.5,
medicinal,0.667,0.417,0.614,
medicine,0.708,0.318,0.679,
medieval,0.56,0.408,0.455,
mediocre,0.188,0.481,0.149,
mediocrity,0.073,0.398,0.225,
meditate,0.812,0.146,0.564,
meditating,0.718,0.185,0.399,
meditation,0.786,0.12,0.478,
meditative,0.614,0.12,0.454,
mediterranean,0.663,0.454,0.545,
medium,0.559,0.356,0.358,
medley,0.487,0.352,0.4,
meek,0.531,0.15,0.198,
verynegative,0.447,0.499,0.367,neg hp
meet,0.76,0.51,0.58,
meeting,0.75,0.569,0.613,
mega,0.724,0.538,0.723,
traditionally,0.061,0.668,0.159,
meh,0.38,0.286,0.365,
melancholic,0.181,0.306,0.277,
melancholy,0.188,0.26,0.237,
melee,0.541,0.704,0.611,
mellow,0.633,0.069,0.265,
melodious,0.932,0.53,0.587,
melodrama,0.378,0.83,0.446,
melodramatic,0.235,0.692,0.368,
melody,0.847,0.434,0.405,
melon,0.461,0.231,0.271,
melt,0.448,0.615,0.312,
meltdown,0.629,0.657,0.602,
melting,0.592,0.47,0.538,
member,0.698,0.333,0.555,
membership,0.698,0.411,0.778,
membrane,0.406,0.43,0.418,
memento,0.708,0.36,0.536,
memo,0.625,0.235,0.407,
memoir,0.75,0.242,0.553,
memorabilia,0.78,0.412,0.491,
memorable,0.939,0.51,0.769,
memorandum,0.6,0.5,0.639,
memorial,0.602,0.304,0.6,
memorials,0.771,0.333,0.679,
memories,0.963,0.487,0.51,
memoriesiwontforget,0.635,0.542,0.455,
memorize,0.52,0.451,0.716,
memory,0.792,0.378,0.573,
menace,0.125,0.894,0.759,
menacing,0.042,0.88,0.643,
menagerie,0.573,0.48,0.538,
mend,0.542,0.436,0.602,
mending,0.5,0.633,0.657,
menial,0.49,0.42,0.352,
meningitis,0.104,0.612,0.407,
meniscus,0.323,0.33,0.453,
menopause,0.204,0.46,0.306,
menses,0.163,0.686,0.331,
menstrual,0.408,0.519,0.435,
mental,0.49,0.49,0.585,
mentalhealth,0.562,0.541,0.67,
mentality,0.711,0.415,0.726,
menthol,0.49,0.292,0.433,
mention,0.562,0.365,0.562,
mentor,0.719,0.455,0.777,
menu,0.633,0.333,0.385,
meow,0.51,0.51,0.412,
mercantile,0.48,0.49,0.713,
mercenary,0.245,0.837,0.673,
merchandise,0.594,0.46,0.621,
merchant,0.675,0.5,0.62,
merciful,0.854,0.346,0.5,
merciless,0.062,0.88,0.634,
mercurial,0.49,0.546,0.518,
mercury,0.337,0.312,0.475,
mercy,0.719,0.229,0.5,
mere,0.396,0.221,0.176,
merengue,0.688,0.519,0.442,
merge,0.76,0.48,0.733,
merger,0.592,0.49,0.642,
meridian,0.51,0.324,0.558,
meridional,0.365,0.29,0.6,
meringue,0.625,0.58,0.411,
merit,0.854,0.5,0.722,
meritorious,0.781,0.618,0.855,
mermaid,0.765,0.623,0.452,
merriment,0.948,0.721,0.632,
merry,0.979,0.731,0.764,
merrychristmas,0.888,0.51,0.536,
mesa,0.604,0.191,0.319,
mescaline,0.49,0.58,0.415,
mesh,0.429,0.235,0.371,
meshes,0.44,0.363,0.362,
mesmerized,0.52,0.552,0.421,
mess,0.143,0.843,0.273,
message,0.65,0.391,0.415,
messedup,0.333,0.615,0.358,
messenger,0.694,0.434,0.5,
messiah,0.781,0.634,0.8,
messy,0.26,0.635,0.14,
metabolic,0.408,0.531,0.559,
wondering,0.057,0.67,0.154,
metabolism,0.698,0.509,0.555,
metal,0.551,0.429,0.547,
metallic,0.615,0.33,0.607,
metallurgy,0.396,0.509,0.587,
metamorphosis,0.541,0.571,0.613,
metaphor,0.562,0.28,0.47,
metaphorical,0.5,0.412,0.48,
metaphysical,0.63,0.573,0.686,
metaphysics,0.561,0.396,0.588,
metastasis,0.177,0.646,0.452,
meteor,0.398,0.714,0.737,
meteoric,0.59,0.802,0.684,
meteorite,0.385,0.794,0.75,
appartments,0.064,0.666,0.16,
meteorological,0.635,0.557,0.556,
refugees,0.061,0.672,0.155,
meteorology,0.63,0.418,0.689,
meter,0.438,0.3,0.463,
meth,0.354,0.564,0.34,
methadone,0.24,0.54,0.453,
fractoin,0.059,0.673,0.158,
methane,0.29,0.46,0.569,
methanol,0.292,0.5,0.57,
method,0.64,0.275,0.698,
methodical,0.663,0.36,0.745,
methodology,0.664,0.327,0.745,
meticulous,0.555,0.48,0.555,
metime,0.531,0.398,0.417,
metric,0.519,0.248,0.573,
metrical,0.521,0.375,0.482,
metrology,0.531,0.432,0.439,
metropolis,0.656,0.625,0.779,
nineteenth,0.061,0.672,0.151,
metropolitan,0.387,0.408,0.723,
mettle,0.667,0.529,0.75,
mew,0.418,0.481,0.38,
mezzanine,0.479,0.427,0.404,
mica,0.531,0.25,0.314,
mick,0.449,0.451,0.382,
micro,0.5,0.27,0.25,
effected,0.063,0.665,0.159,
microbe,0.255,0.45,0.34,
emotions,0.062,0.669,0.155,
microbiology,0.571,0.378,0.56,
microchip,0.551,0.358,0.432,
microcosm,0.5,0.5,0.52,
microfilm,0.469,0.352,0.412,
microgram,0.448,0.286,0.355,
micrometer,0.573,0.358,0.394,
micron,0.375,0.291,0.315,
microphone,0.551,0.431,0.462,
microscope,0.531,0.33,0.464,
microscopic,0.36,0.327,0.433,
faltered,0.059,0.667,0.159,
microscopically,0.623,0.37,0.412,
microscopy,0.5,0.339,0.455,
microwave,0.542,0.497,0.443,
mid,0.5,0.315,0.356,
midair,0.633,0.413,0.455,
midday,0.658,0.25,0.403,
middle,0.458,0.157,0.3,
middleman,0.5,0.404,0.452,
middleweight,0.51,0.302,0.428,
midget,0.396,0.295,0.254,
thefts,0.058,0.67,0.155,
midland,0.521,0.402,0.456,
midlife,0.594,0.244,0.473,
midline,0.332,0.224,0.33,
midnight,0.562,0.47,0.545,
midshipman,0.469,0.615,0.785,
midst,0.324,0.275,0.296,
midsummer,0.781,0.48,0.492,
midterm,0.427,0.337,0.425,
midtown,0.479,0.442,0.538,
midway,0.459,0.316,0.304,
midwife,0.531,0.57,0.453,
midwifery,0.51,0.57,0.459,
mien,0.5,0.352,0.447,
miffed,0.204,0.726,0.429,
mighty,0.855,0.837,0.936,
mignon,0.551,0.44,0.423,
migraine,0.135,0.783,0.318,
migrate,0.415,0.58,0.454,
migration,0.492,0.731,0.566,
migratory,0.448,0.521,0.491,
mike,0.542,0.365,0.423,
mil,0.534,0.388,0.347,
mild,0.635,0.198,0.216,
mildew,0.344,0.25,0.241,
mildness,0.827,0.226,0.311,
mile,0.521,0.417,0.456,
mileage,0.51,0.458,0.562,
milestone,0.719,0.373,0.558,
militant,0.418,0.667,0.75,
militants,0.26,0.673,0.652,
military,0.396,0.71,0.875,
militia,0.396,0.729,0.769,
milk,0.817,0.27,0.327,
milkman,0.75,0.38,0.304,
milkshake,0.796,0.521,0.33,
milky,0.517,0.283,0.311,
mill,0.531,0.382,0.347,
frantois,0.063,0.672,0.15,
millennium,0.573,0.398,0.76,
milligram,0.429,0.217,0.302,
truffaut,0.065,0.669,0.156,
millimeter,0.427,0.177,0.36,
french,0.062,0.665,0.154,
million,0.776,0.647,0.812,
millionaire,0.917,0.755,0.85,
millionth,0.635,0.528,0.611,
millstone,0.51,0.433,0.492,
mime,0.455,0.235,0.302,
mimic,0.557,0.587,0.391,
mimicking,0.316,0.433,0.364,
mimicry,0.42,0.337,0.472,
mince,0.417,0.529,0.378,
mincemeat,0.396,0.435,0.358,
mind,0.65,0.388,0.627,
minded,0.656,0.394,0.627,
mindful,0.765,0.45,0.725,
mindfulness,0.729,0.635,0.745,
mindless,0.184,0.333,0.153,
mine,0.688,0.418,0.578,
minefield,0.188,0.839,0.684,
misbehaved,0.056,0.673,0.156,
miner,0.408,0.594,0.644,
mineral,0.519,0.287,0.605,
mineralogy,0.551,0.408,0.545,
mingle,0.561,0.48,0.434,
mingled,0.521,0.392,0.357,
mini,0.421,0.324,0.221,
miniature,0.429,0.292,0.204,
minibus,0.439,0.39,0.428,
minim,0.518,0.208,0.138,
minimal,0.448,0.147,0.206,
minimize,0.36,0.236,0.311,
minimized,0.458,0.137,0.208,
minimum,0.38,0.198,0.194,
mining,0.633,0.598,0.554,
minion,0.49,0.43,0.167,
minister,0.547,0.441,0.892,
ministerial,0.571,0.519,0.66,
ministry,0.51,0.346,0.717,
minivan,0.592,0.356,0.452,
mink,0.56,0.515,0.43,
minnow,0.541,0.367,0.364,
minor,0.25,0.235,0.175,
minority,0.31,0.332,0.211,
minstrel,0.458,0.541,0.397,
mint,0.688,0.221,0.345,
minty,0.635,0.292,0.361,
minuscule,0.396,0.286,0.214,
minute,0.582,0.279,0.356,
minutiae,0.323,0.257,0.316,
minx,0.448,0.519,0.404,
mir,0.417,0.339,0.355,
miracle,0.917,0.607,0.806,
miracles,0.922,0.735,0.692,
miraculous,0.875,0.706,0.812,
twice,0.059,0.674,0.153,
mirage,0.546,0.487,0.562,
mire,0.344,0.376,0.298,
mirror,0.677,0.31,0.438,
mirth,0.888,0.64,0.608,
misappropriation,0.097,0.831,0.5,
misbehave,0.02,0.847,0.304,
misbehavior,0.031,0.704,0.269,
miscalculation,0.177,0.49,0.353,
miscarriage,0.042,0.781,0.312,
miscellaneous,0.531,0.321,0.196,
miscellany,0.5,0.412,0.384,
mischief,0.385,0.834,0.292,
mischievous,0.439,0.804,0.472,
misconception,0.21,0.557,0.291,
misconduct,0.061,0.667,0.304,
misdemeanor,0.21,0.64,0.364,
misdirection,0.131,0.71,0.281,
miser,0.208,0.633,0.311,
miserable,0.062,0.461,0.188,
miserably,0.28,0.545,0.15,
misery,0.146,0.378,0.158,
misfire,0.153,0.453,0.2,
misfit,0.173,0.5,0.393,
misfortune,0.094,0.78,0.311,
misguided,0.28,0.531,0.259,
mishap,0.071,0.654,0.227,
misinformed,0.156,0.567,0.25,
misinterpretation,0.112,0.556,0.36,
mislead,0.167,0.765,0.412,
misleading,0.07,0.66,0.272,
misled,0.177,0.606,0.353,
mismanagement,0.094,0.52,0.295,
mismatch,0.25,0.459,0.282,
mismatched,0.25,0.557,0.302,
misnomer,0.296,0.528,0.284,
misplace,0.229,0.461,0.191,
misplaced,0.247,0.45,0.324,
misread,0.115,0.558,0.315,
misrepresent,0.198,0.542,0.418,
misrepresentation,0.323,0.618,0.518,
misrepresented,0.042,0.519,0.466,
miss,0.573,0.49,0.408,
missile,0.24,0.83,0.764,
missiles,0.07,0.922,0.83,
missing,0.306,0.418,0.222,
missingyou,0.26,0.471,0.377,
mission,0.765,0.633,0.87,
missionary,0.729,0.404,0.596,
misspell,0.292,0.423,0.281,
misstatement,0.302,0.547,0.221,
missy,0.521,0.48,0.333,
mist,0.375,0.194,0.221,
mistake,0.208,0.585,0.102,
mistaken,0.131,0.63,0.212,
mister,0.604,0.406,0.663,
mistletoe,0.542,0.47,0.324,
mistreated,0.01,0.792,0.2,
mistress,0.63,0.796,0.694,
mistrial,0.427,0.539,0.536,
mistrust,0.135,0.657,0.231,
misty,0.427,0.451,0.278,
hardly,0.064,0.665,0.154,
misunderstand,0.177,0.548,0.382,
misunderstanding,0.112,0.618,0.284,
misunderstood,0.177,0.625,0.309,
misuse,0.083,0.56,0.196,
mite,0.29,0.584,0.271,
miter,0.458,0.5,0.414,
mitigate,0.506,0.427,0.456,
mitigating,0.551,0.52,0.6,
mitigation,0.448,0.527,0.423,
mitt,0.406,0.183,0.264,
mitten,0.531,0.33,0.408,
mitzvah,0.422,0.61,0.409,
mix,0.542,0.49,0.472,
mixed,0.51,0.346,0.444,
mixedemotions,0.44,0.673,0.43,
mixer,0.562,0.5,0.556,
mixture,0.546,0.36,0.481,
mnemonic,0.531,0.48,0.452,
moan,0.357,0.735,0.352,
moat,0.398,0.38,0.314,
mob,0.296,0.788,0.567,
mobile,0.615,0.569,0.481,
mobility,0.7,0.596,0.654,
mobilization,0.688,0.72,0.787,
mobilize,0.604,0.684,0.727,
harmonic,0.064,0.673,0.159,
mobster,0.188,0.87,0.638,
mocha,0.5,0.396,0.311,
mock,0.36,0.606,0.618,
mocked,0.225,0.746,0.204,
mockery,0.094,0.806,0.181,
mocking,0.082,0.755,0.394,
mockingbird,0.513,0.337,0.423,
mod,0.458,0.367,0.384,
modal,0.592,0.264,0.461,
modality,0.633,0.404,0.527,
mode,0.531,0.185,0.367,
model,0.607,0.388,0.723,
modeler,0.5,0.51,0.73,
modeling,0.684,0.404,0.49,
modem,0.573,0.355,0.5,
filled,0.059,0.665,0.151,
moderate,0.582,0.19,0.453,
moderate anticipation,0.667,0.451,0.574,
moderate disgust,0.229,0.558,0.381,
moderate negative,0.177,0.5,0.306,
moderate positive,0.896,0.453,0.753,
moderate surprise,0.776,0.663,0.637,
moderate trust,0.677,0.35,0.773,
moderately,0.604,0.264,0.5,
moderating,0.667,0.402,0.783,
moderation,0.531,0.24,0.453,
moderator,0.519,0.354,0.802,
modern,0.855,0.423,0.691,
modernism,0.76,0.553,0.703,
modest,0.76,0.13,0.412,
modesty,0.778,0.24,0.5,
modicum,0.234,0.417,0.327,
modifiable,0.541,0.422,0.373,
modification,0.48,0.52,0.625,
modified,0.561,0.458,0.693,
modify,0.458,0.584,0.625,
modulate,0.673,0.343,0.555,
modulation,0.458,0.365,0.565,
module,0.582,0.388,0.571,
modulus,0.622,0.304,0.481,
mogul,0.51,0.652,0.865,
moiety,0.378,0.343,0.454,
moist,0.47,0.316,0.386,
moisture,0.406,0.398,0.327,
moisturizer,0.75,0.28,0.386,
molar,0.544,0.426,0.35,
molasses,0.49,0.269,0.286,
mold,0.33,0.274,0.402,
molded,0.667,0.361,0.373,
molding,0.552,0.308,0.546,
moldy,0.235,0.387,0.25,
mole,0.436,0.377,0.352,
molecular,0.495,0.44,0.536,
molecule,0.531,0.259,0.375,
molest,0.133,0.816,0.319,
molestation,0.102,0.808,0.407,
molester,0.143,0.811,0.478,
molten,0.417,0.49,0.339,
mom,0.927,0.336,0.639,
moment,0.604,0.435,0.509,
momentary,0.562,0.271,0.33,
momentous,0.792,0.587,0.76,
momentum,0.663,0.75,0.688,
momma,0.833,0.412,0.527,
mommy,0.854,0.353,0.422,
monad,0.51,0.482,0.451,
monarch,0.583,0.559,0.87,
monarchy,0.45,0.557,0.87,
monastery,0.694,0.183,0.726,
monastic,0.438,0.314,0.676,
monetary,0.583,0.494,0.716,
money,0.844,0.608,0.827,
mongoloid,0.177,0.364,0.317,
mongoose,0.327,0.38,0.546,
mongrel,0.425,0.438,0.395,
monitor,0.49,0.298,0.538,
monk,0.472,0.208,0.439,
monkey,0.548,0.449,0.283,
mono,0.5,0.39,0.273,
monochrome,0.312,0.292,0.339,
monogamous,0.51,0.335,0.402,
monogamy,0.542,0.38,0.455,
monogram,0.48,0.21,0.425,
monogrammed,0.503,0.27,0.402,
monograph,0.5,0.242,0.481,
monolayer,0.427,0.294,0.433,
monolith,0.429,0.327,0.5,
monologue,0.5,0.284,0.534,
monopolist,0.33,0.59,0.725,
monopoly,0.449,0.509,0.64,
monotonous,0.354,0.221,0.4,
monotony,0.398,0.135,0.353,
monoxide,0.433,0.43,0.49,
monsieur,0.552,0.34,0.623,
monsoon,0.358,0.6,0.481,
monster,0.133,0.935,0.596,
monstrosity,0.094,0.933,0.611,
monstrous,0.094,0.942,0.649,
montage,0.438,0.52,0.388,
monte,0.589,0.33,0.391,
month,0.688,0.255,0.411,
monthly,0.622,0.314,0.364,
monument,0.833,0.404,0.811,
monumental,0.656,0.594,0.955,
moo,0.438,0.355,0.3,
mooch,0.378,0.413,0.309,
mood,0.72,0.5,0.5,
moods,0.578,0.633,0.491,
moody,0.245,0.811,0.595,
moon,0.673,0.233,0.547,
moonbeam,0.7,0.29,0.491,
moonlight,0.865,0.264,0.409,
moonlit,0.873,0.269,0.508,
moonshine,0.633,0.389,0.491,
moonstruck,0.583,0.438,0.407,
moonwalk,0.615,0.586,0.525,
moor,0.311,0.464,0.378,
moored,0.344,0.5,0.417,
mooring,0.323,0.49,0.444,
moorings,0.406,0.5,0.516,
moorland,0.49,0.37,0.456,
moose,0.648,0.373,0.318,
moot,0.344,0.5,0.615,
mooted,0.388,0.58,0.463,
mop,0.396,0.442,0.296,
mope,0.406,0.309,0.345,
moped,0.582,0.582,0.554,
moral,0.7,0.459,0.796,
morale,0.729,0.158,0.792,
morality,0.75,0.408,0.759,
morals,0.646,0.43,0.611,
morass,0.387,0.348,0.375,
moratorium,0.337,0.427,0.373,
moray,0.51,0.402,0.463,
vienna,0.057,0.666,0.156,
morbid,0.09,0.833,0.395,
morbidity,0.37,0.63,0.443,
morbidness,0.12,0.694,0.339,
mores,0.582,0.317,0.684,
morgue,0.022,0.539,0.241,
thrashed,0.059,0.669,0.154,
moribund,0.083,0.488,0.167,
morn,0.542,0.284,0.345,
morning,0.688,0.235,0.444,
moron,0.133,0.587,0.183,
moronic,0.122,0.5,0.224,
morose,0.24,0.663,0.264,
morph,0.448,0.469,0.451,
morphine,0.229,0.49,0.496,
morphism,0.398,0.549,0.386,
morphology,0.516,0.373,0.639,
morrow,0.708,0.314,0.49,
morsel,0.49,0.296,0.4,
mortal,0.196,0.786,0.51,
mortality,0.229,0.726,0.518,
mortar,0.333,0.627,0.562,
mortgage,0.255,0.408,0.537,
mortgagee,0.418,0.633,0.723,
mortgagor,0.431,0.522,0.49,
mortician,0.104,0.429,0.275,
mortification,0.135,0.644,0.404,
mortified,0.073,0.731,0.27,
mortuary,0.133,0.606,0.427,
mosaic,0.635,0.25,0.302,
mosey,0.521,0.402,0.33,
mosque,0.542,0.352,0.528,
mosquito,0.229,0.4,0.198,
moss,0.235,0.27,0.245,
mossy,0.375,0.329,0.286,
mote,0.375,0.388,0.26,
motel,0.531,0.372,0.45,
moth,0.323,0.35,0.196,
mother,0.931,0.408,0.725,
motherfucker,0.122,0.827,0.351,
motherfucking,0.071,0.823,0.373,
motherhood,0.844,0.546,0.667,
motherland,0.677,0.375,0.731,
motherless,0.163,0.541,0.337,
motherly,0.927,0.324,0.71,
motif,0.688,0.481,0.527,
motion,0.667,0.538,0.657,
motionless,0.323,0.21,0.246,
motivate,0.812,0.776,0.873,
succeeded,0.059,0.674,0.159,
motivating,0.958,0.82,0.787,
motivation,0.854,0.784,0.802,
motivational,0.906,0.646,0.858,
motive,0.667,0.588,0.663,
motley,0.48,0.398,0.412,
motor,0.531,0.551,0.648,
motorbike,0.552,0.608,0.616,
motorboat,0.677,0.5,0.39,
motorcade,0.708,0.73,0.593,
motorcar,0.694,0.565,0.682,
motorcycle,0.677,0.764,0.713,
motorist,0.562,0.663,0.578,
motte,0.481,0.389,0.37,
mottled,0.38,0.336,0.295,
motto,0.688,0.317,0.439,
mould,0.357,0.176,0.246,
mound,0.52,0.481,0.509,
mount,0.5,0.292,0.348,
mountain,0.698,0.408,0.649,
mountaineer,0.635,0.774,0.535,
mountainous,0.635,0.519,0.612,
mountains,0.766,0.433,0.569,
mountaintop,0.653,0.541,0.713,
mourn,0.056,0.583,0.15,
mournful,0.18,0.441,0.188,
mourning,0.177,0.49,0.266,
mouse,0.427,0.441,0.206,
mousetrap,0.18,0.643,0.33,
mousse,0.604,0.336,0.368,
moustache,0.47,0.236,0.409,
mousy,0.48,0.413,0.339,
mouth,0.734,0.294,0.336,
mouthful,0.609,0.565,0.389,
mouthpiece,0.573,0.346,0.393,
mouthwash,0.438,0.385,0.352,
movable,0.469,0.509,0.5,
move,0.656,0.647,0.67,
movement,0.656,0.654,0.658,
mover,0.615,0.539,0.466,
movie,0.792,0.56,0.471,
movies,0.724,0.426,0.472,
moving,0.479,0.673,0.358,
movingforward,0.857,0.518,0.848,
movingon,0.49,0.529,0.435,
eco,0.063,0.674,0.159,
activists,0.065,0.674,0.158,
mow,0.42,0.559,0.393,
mower,0.458,0.51,0.368,
moxie,0.531,0.49,0.366,
mozzarella,0.653,0.265,0.34,
mri,0.365,0.431,0.349,
muchneeded,0.438,0.602,0.455,
mucis,0.398,0.418,0.42,
danube,0.059,0.666,0.153,
muck,0.347,0.423,0.272,
lowland,0.057,0.673,0.152,
mucked,0.184,0.5,0.373,
mucous,0.33,0.296,0.293,
mucus,0.143,0.309,0.228,
hainburg,0.064,0.665,0.155,
mud,0.333,0.26,0.185,
muddle,0.184,0.71,0.336,
muddled,0.25,0.615,0.263,
muddy,0.292,0.4,0.283,
muff,0.542,0.335,0.314,
muffin,0.684,0.43,0.306,
muffled,0.479,0.33,0.421,
muffler,0.357,0.407,0.454,
mug,0.542,0.214,0.382,
mugger,0.125,0.85,0.5,
mulberry,0.469,0.315,0.361,
hitler,0.055,0.673,0.157,
mulch,0.349,0.361,0.383,
mule,0.32,0.337,0.254,
mull,0.663,0.34,0.594,
mullet,0.521,0.356,0.377,
multilateral,0.5,0.469,0.705,
multimedia,0.611,0.39,0.607,
multinational,0.656,0.51,0.842,
multiple,0.66,0.51,0.578,
multiple sclerosis,0.188,0.587,0.483,
multiplex,0.61,0.59,0.667,
multiplication,0.646,0.565,0.762,
entering,0.062,0.675,0.16,
multiplicity,0.677,0.49,0.777,
multiplied,0.802,0.559,0.729,
multiplier,0.643,0.615,0.741,
multiply,0.802,0.625,0.777,
multitude,0.562,0.765,0.847,
mum,0.802,0.317,0.698,
mumble,0.292,0.444,0.245,
mumbo,0.429,0.506,0.336,
mummy,0.4,0.588,0.415,
mumps,0.099,0.41,0.311,
munch,0.541,0.277,0.434,
munchies,0.562,0.47,0.491,
munchkin,0.49,0.466,0.374,
mundane,0.312,0.42,0.48,
municipal,0.625,0.39,0.758,
municipality,0.569,0.28,0.614,
mural,0.551,0.265,0.454,
murder,0.061,0.942,0.615,
murderer,0.01,0.96,0.65,
murderess,0.041,0.941,0.462,
murderous,0.017,0.94,0.682,
murky,0.143,0.618,0.37,
murmur,0.458,0.52,0.2,
muscle,0.359,0.49,0.645,
muscular,0.531,0.434,0.577,
muse,0.76,0.36,0.509,
muses,0.714,0.434,0.571,
museum,0.792,0.206,0.481,
mush,0.5,0.311,0.125,
mushroom,0.49,0.274,0.269,
mushy,0.52,0.2,0.182,
music,0.833,0.563,0.605,
musical,0.908,0.63,0.53,
musician,0.816,0.509,0.618,
musing,0.74,0.151,0.465,
quitted,0.064,0.669,0.15,
musk,0.469,0.454,0.453,
musket,0.26,0.654,0.51,
musketeer,0.694,0.569,0.705,
muskrat,0.439,0.51,0.368,
muslin,0.439,0.304,0.352,
muss,0.418,0.438,0.302,
must,0.408,0.382,0.441,
mustang,0.635,0.642,0.708,
mustard,0.5,0.346,0.275,
muster,0.635,0.46,0.548,
pissing,0.06,0.675,0.155,
musty,0.354,0.367,0.267,
mutable,0.426,0.531,0.491,
mutant,0.337,0.676,0.573,
mutate,0.281,0.548,0.463,
mutation,0.365,0.625,0.611,
mute,0.271,0.2,0.25,
muted,0.26,0.167,0.162,
mutilate,0.125,0.9,0.465,
mutilated,0.041,0.841,0.356,
mutilation,0.122,0.782,0.456,
