Word,Valence,Arousal,Dominance,Category
desert,0.983,0.8240000000000001,0.7989,unconfident
desecration,0.983,0.8260000000000001,0.7979,unconfident
incest,0.976,0.8200000000000001,0.7949,unconfident
incestuous,0.978,0.8260000000000001,0.7989,unconfident
inappropriate,0.977,0.8220000000000001,0.7919,unconfident
devastating,0.985,0.8250000000000001,0.7909,unconfident
devilish,0.977,0.8290000000000001,0.7909,unconfident
devil,0.98,0.8210000000000001,0.7929,unconfident
imprisoned,0.981,0.8250000000000001,0.7909,unconfident
imprisonment,0.977,0.8250000000000001,0.7899,unconfident
detest,0.977,0.8200000000000001,0.7919,unconfident
impolite,0.984,0.8210000000000001,0.7969,unconfident
deterioration,0.975,0.8270000000000001,0.7979,unconfident
deteriorated,0.978,0.8230000000000001,0.7959,unconfident
denounce,0.977,0.8230000000000001,0.7949,unconfident
indifference,0.981,0.8270000000000001,0.7999,unconfident
indignation,0.984,0.8230000000000001,0.7919,unconfident
denunciation,0.979,0.8220000000000001,0.7939,unconfident
ineffectual,0.985,0.8210000000000001,0.7899,unconfident
inefficiency,0.978,0.8210000000000001,0.7919,unconfident
inept,0.981,0.8260000000000001,0.7909,unconfident
demonic,0.984,0.8280000000000001,0.7979,unconfident
demon,0.977,0.8210000000000001,0.7979,unconfident
deranged,0.979,0.8230000000000001,0.7949,unconfident
incompatible,0.977,0.8240000000000001,0.7909,unconfident
deprivation,0.979,0.8220000000000001,0.7979,unconfident
depressing,0.98,0.8230000000000001,0.7919,unconfident
derision,0.981,0.8290000000000001,0.7899,unconfident
derogatory,0.981,0.8220000000000001,0.7929,unconfident
derogation,0.976,0.8250000000000001,0.7929,unconfident
incubus,0.978,0.8230000000000001,0.7959,unconfident
deplore,0.981,0.8200000000000001,0.7939,unconfident
deplorable,0.984,0.8280000000000001,0.7989,unconfident
incurable,0.977,0.8200000000000001,0.7949,unconfident
indecency,0.982,0.8260000000000001,0.7979,unconfident
indecent,0.981,0.8260000000000001,0.7989,unconfident
incredulous,0.978,0.8240000000000001,0.7969,unconfident
depreciated,0.984,0.8250000000000001,0.7899,unconfident
inconsiderate,0.984,0.8190000000000001,0.7909,unconfident
depreciate,0.979,0.8230000000000001,0.7949,unconfident
depravity,0.976,0.8280000000000001,0.7969,unconfident
depraved,0.977,0.8270000000000001,0.7989,unconfident
inconvenient,0.979,0.8230000000000001,0.7909,unconfident
impeach,0.977,0.8240000000000001,0.7909,unconfident
disapproving,0.976,0.8210000000000001,0.7969,unconfident
disapprove,0.977,0.8260000000000001,0.7939,unconfident
disappointment,0.979,0.8240000000000001,0.7969,unconfident
disappointed,0.983,0.8220000000000001,0.7949,unconfident
disappoint,0.981,0.8200000000000001,0.7919,unconfident
humiliating,0.983,0.8250000000000001,0.7959,unconfident
humiliation,0.978,0.8220000000000001,0.7919,unconfident
disaster,0.985,0.8260000000000001,0.7909,unconfident
hydrocephalus,0.98,0.8190000000000001,0.7909,unconfident
dirty,0.984,0.8200000000000001,0.7909,unconfident
dirt,0.981,0.8200000000000001,0.7939,unconfident
dire,0.981,0.8210000000000001,0.7989,unconfident
hypertrophy,0.983,0.8260000000000001,0.7969,unconfident
hurtful,0.975,0.8240000000000001,0.7989,unconfident
disallowed,0.985,0.8260000000000001,0.7979,unconfident
hostile,0.981,0.8210000000000001,0.7989,unconfident
hostility,0.982,0.8270000000000001,0.7989,unconfident
horrifying,0.981,0.8200000000000001,0.7919,unconfident
disease,0.983,0.8280000000000001,0.7949,unconfident
horror,0.981,0.8270000000000001,0.7919,unconfident
disdain,0.976,0.8200000000000001,0.7969,unconfident
discrimination,0.981,0.8240000000000001,0.7929,unconfident
discriminating,0.984,0.8240000000000001,0.7969,unconfident
hulk,0.978,0.8280000000000001,0.7939,unconfident
disclaim,0.979,0.8250000000000001,0.7989,unconfident
humble,0.98,0.8230000000000001,0.7959,unconfident
humbug,0.984,0.8230000000000001,0.7969,unconfident
discoloration,0.984,0.8260000000000001,0.7939,unconfident
discord,0.978,0.8280000000000001,0.7959,unconfident
discontinuity,0.981,0.8250000000000001,0.7909,unconfident
howl,0.98,0.8270000000000001,0.7989,unconfident
discontent,0.984,0.8240000000000001,0.7919,unconfident
huff,0.984,0.8250000000000001,0.7949,unconfident
discolored,0.98,0.8220000000000001,0.7969,unconfident
diatribe,0.977,0.8200000000000001,0.7909,unconfident
diarrhoea,0.977,0.8210000000000001,0.7989,unconfident
dictatorship,0.976,0.8230000000000001,0.7929,unconfident
diaper,0.979,0.8220000000000001,0.7969,unconfident
diabolical,0.981,0.8270000000000001,0.7939,unconfident
immoral,0.977,0.8200000000000001,0.7939,unconfident
immorality,0.977,0.8280000000000001,0.7939,unconfident
idiocy,0.981,0.8280000000000001,0.7949,unconfident
hypocrite,0.981,0.8230000000000001,0.7949,unconfident
hypocritical,0.979,0.8220000000000001,0.7939,unconfident
idiot,0.98,0.8270000000000001,0.7979,unconfident
idiotic,0.984,0.8260000000000001,0.7919,unconfident
ill,0.983,0.8250000000000001,0.7979,unconfident
illegal,0.982,0.8250000000000001,0.7959,unconfident
illegality,0.979,0.8260000000000001,0.7929,unconfident
illegitimate,0.982,0.8210000000000001,0.7939,unconfident
illicit,0.977,0.8270000000000001,0.7909,unconfident
illiterate,0.977,0.8270000000000001,0.7979,unconfident
idolatry,0.98,0.8270000000000001,0.7979,unconfident
dilapidated,0.981,0.8220000000000001,0.7939,unconfident
ignorant,0.98,0.8210000000000001,0.7969,unconfident
ineptitude,0.977,0.8240000000000001,0.7919,unconfident
excellence,0.975,0.8220000000000001,0.7959,unconfident
excluded,0.976,0.8210000000000001,0.7959,unconfident
fool,0.983,0.8240000000000001,0.7929,unconfident
exasperation,0.977,0.8280000000000001,0.7929,unconfident
exclusion,0.979,0.8250000000000001,0.7919,unconfident
excrement,0.982,0.8290000000000001,0.7939,unconfident
exigent,0.976,0.8200000000000001,0.7909,unconfident
flog,0.98,0.8200000000000001,0.7929,unconfident
flop,0.983,0.8220000000000001,0.7929,unconfident
flinch,0.983,0.8220000000000001,0.7969,unconfident
fleece,0.977,0.8210000000000001,0.7909,unconfident
flesh,0.983,0.8230000000000001,0.7999,unconfident
excretion,0.983,0.8290000000000001,0.7969,unconfident
evil,0.979,0.8220000000000001,0.7959,unconfident
foul,0.978,0.8240000000000001,0.7999,unconfident
frantic,0.981,0.8270000000000001,0.7989,unconfident
fraudulent,0.975,0.8260000000000001,0.7939,unconfident
freakish,0.979,0.8270000000000001,0.7979,unconfident
eviction,0.977,0.8220000000000001,0.7909,unconfident
evade,0.979,0.8270000000000001,0.7939,unconfident
ferocious,0.978,0.8220000000000001,0.7919,unconfident
failure,0.976,0.8270000000000001,0.7979,unconfident
faeces,0.984,0.8240000000000001,0.7999,unconfident
fiend,0.983,0.8230000000000001,0.7939,unconfident
fierce,0.976,0.8230000000000001,0.7959,unconfident
farcical,0.977,0.8280000000000001,0.7989,unconfident
fatty,0.978,0.8240000000000001,0.7939,unconfident
fat,0.98,0.8250000000000001,0.7979,unconfident
falsity,0.976,0.8290000000000001,0.7969,unconfident
falsify,0.977,0.8220000000000001,0.7979,unconfident
feeling,0.981,0.8220000000000001,0.7989,unconfident
fecal,0.978,0.8250000000000001,0.7909,unconfident
feces,0.977,0.8270000000000001,0.7939,unconfident
flabby,0.977,0.8190000000000001,0.7969,unconfident
flagrant,0.979,0.8270000000000001,0.7909,unconfident
flatulence,0.982,0.8260000000000001,0.7899,unconfident
flea,0.98,0.8280000000000001,0.7909,unconfident
expel,0.98,0.8270000000000001,0.7929,unconfident
filth,0.979,0.8240000000000001,0.7959,unconfident
filthy,0.975,0.8240000000000001,0.7909,unconfident
finally,0.978,0.8280000000000001,0.7929,unconfident
expulsion,0.984,0.8270000000000001,0.7949,unconfident
elimination,0.982,0.8260000000000001,0.7929,unconfident
elf,0.976,0.8190000000000001,0.7989,unconfident
glut,0.983,0.8190000000000001,0.7959,unconfident
gluttony,0.977,0.8190000000000001,0.7969,unconfident
gnome,0.976,0.8250000000000001,0.7939,unconfident
glitter,0.982,0.8200000000000001,0.7979,unconfident
gonorrhea,0.977,0.8260000000000001,0.7959,unconfident
goo,0.983,0.8230000000000001,0.7909,unconfident
gob,0.978,0.8190000000000001,0.7959,unconfident
goblin,0.977,0.8280000000000001,0.7919,unconfident
ghastly,0.978,0.8280000000000001,0.7999,unconfident
ghetto,0.977,0.8250000000000001,0.7999,unconfident
gray,0.982,0.8210000000000001,0.7919,unconfident
greasy,0.978,0.8220000000000001,0.7969,unconfident
greed,0.984,0.8270000000000001,0.7939,unconfident
greedy,0.984,0.8220000000000001,0.7899,unconfident
grating,0.98,0.8210000000000001,0.7919,unconfident
gratuitous,0.976,0.8280000000000001,0.7999,unconfident
grim,0.985,0.8230000000000001,0.7939,unconfident
grime,0.982,0.8290000000000001,0.7929,unconfident
grimy,0.978,0.8260000000000001,0.7949,unconfident
dysentery,0.98,0.8190000000000001,0.7959,unconfident
grisly,0.984,0.8280000000000001,0.7939,unconfident
grievance,0.977,0.8250000000000001,0.7959,unconfident
gore,0.978,0.8270000000000001,0.7959,unconfident
gorge,0.982,0.8240000000000001,0.7969,unconfident
gory,0.985,0.8200000000000001,0.7969,unconfident
egregious,0.982,0.8250000000000001,0.7999,unconfident
egotistical,0.979,0.8200000000000001,0.7919,unconfident
fungus,0.981,0.8220000000000001,0.7929,unconfident
entrails,0.978,0.8230000000000001,0.7909,unconfident
fugitive,0.978,0.8260000000000001,0.7919,unconfident
fussy,0.979,0.8250000000000001,0.7989,unconfident
gaby,0.981,0.8240000000000001,0.7979,unconfident
gag,0.977,0.8230000000000001,0.7919,unconfident
furious,0.982,0.8200000000000001,0.7939,unconfident
entangled,0.976,0.8240000000000001,0.7989,unconfident
enslaved,0.979,0.8210000000000001,0.7919,unconfident
frustrate,0.977,0.8230000000000001,0.7989,unconfident
eradication,0.983,0.8280000000000001,0.7949,unconfident
epidemic,0.979,0.8210000000000001,0.7959,unconfident
frowning,0.978,0.8230000000000001,0.7929,unconfident
germ,0.979,0.8270000000000001,0.7929,unconfident
gelatin,0.979,0.8210000000000001,0.7989,unconfident
gent,0.984,0.8280000000000001,0.7969,unconfident
gall,0.979,0.8220000000000001,0.7969,unconfident
endemic,0.978,0.8280000000000001,0.7959,unconfident
garbage,0.985,0.8210000000000001,0.7929,unconfident
enemy,0.978,0.8230000000000001,0.7989,unconfident
enema,0.985,0.8190000000000001,0.7949,unconfident
garish,0.975,0.8220000000000001,0.7969,unconfident
litigate,0.979,0.8280000000000001,0.7989,unconfident
litigious,0.98,0.8230000000000001,0.7979,unconfident
victimized,0.979,0.8270000000000001,0.7979,unconfident
vicious,0.982,0.8260000000000001,0.7999,unconfident
loathe,0.983,0.8260000000000001,0.7909,unconfident
loathing,0.983,0.8220000000000001,0.7989,unconfident
vesicular,0.984,0.8230000000000001,0.7959,unconfident
loathsome,0.981,0.8270000000000001,0.7909,unconfident
confined,0.985,0.8190000000000001,0.7989,unconfident
livid,0.976,0.8220000000000001,0.7949,unconfident
vindictive,0.984,0.8260000000000001,0.7969,unconfident
violent,0.981,0.8210000000000001,0.7969,unconfident
violently,0.984,0.8270000000000001,0.7959,unconfident
congress,0.981,0.8280000000000001,0.7919,unconfident
villainous,0.985,0.8220000000000001,0.7919,unconfident
lord,0.977,0.8210000000000001,0.7989,unconfident
condemnation,0.979,0.8200000000000001,0.7979,unconfident
loo,0.975,0.8290000000000001,0.7989,unconfident
venomous,0.981,0.8200000000000001,0.7909,unconfident
venom,0.984,0.8230000000000001,0.7989,unconfident
loon,0.98,0.8210000000000001,0.7969,unconfident
vegetative,0.978,0.8280000000000001,0.7929,unconfident
louse,0.979,0.8280000000000001,0.7989,unconfident
lose,0.98,0.8260000000000001,0.7909,unconfident
vermin,0.979,0.8200000000000001,0.7939,unconfident
lonely,0.983,0.8200000000000001,0.7979,unconfident
condescension,0.977,0.8250000000000001,0.7909,unconfident
contraband,0.984,0.8220000000000001,0.7999,unconfident
wallow,0.977,0.8260000000000001,0.7899,unconfident
lemon,0.982,0.8260000000000001,0.7899,unconfident
contemptible,0.976,0.8240000000000001,0.7939,unconfident
vulture,0.979,0.8260000000000001,0.7989,unconfident
contempt,0.982,0.8230000000000001,0.7999,unconfident
leprosy,0.976,0.8250000000000001,0.7949,unconfident
lesbian,0.979,0.8240000000000001,0.7919,unconfident
vulgarity,0.979,0.8210000000000001,0.7939,unconfident
vulgar,0.98,0.8230000000000001,0.7919,unconfident
contentious,0.979,0.8290000000000001,0.7969,unconfident
wart,0.978,0.8230000000000001,0.7949,unconfident
wasted,0.984,0.8260000000000001,0.7989,unconfident
waste,0.98,0.8240000000000001,0.7899,unconfident
leer,0.985,0.8210000000000001,0.7989,unconfident
leeches,0.977,0.8220000000000001,0.7939,unconfident
lick,0.984,0.8230000000000001,0.7949,unconfident
lie,0.981,0.8240000000000001,0.7989,unconfident
conspirator,0.978,0.8290000000000001,0.7919,unconfident
constipation,0.982,0.8190000000000001,0.7969,unconfident
vomit,0.984,0.8200000000000001,0.7969,unconfident
contagion,0.978,0.8240000000000001,0.7909,unconfident
lesser,0.978,0.8190000000000001,0.7939,unconfident
contamination,0.983,0.8200000000000001,0.7919,unconfident
contaminated,0.979,0.8220000000000001,0.7939,unconfident
lethal,0.984,0.8210000000000001,0.7929,unconfident
contaminate,0.984,0.8210000000000001,0.7969,unconfident
contagious,0.977,0.8280000000000001,0.7989,unconfident
lewd,0.978,0.8220000000000001,0.7989,unconfident
liar,0.982,0.8200000000000001,0.7929,unconfident
masochism,0.984,0.8200000000000001,0.7939,unconfident
massacre,0.981,0.8260000000000001,0.7929,unconfident
unpopular,0.983,0.8230000000000001,0.7979,unconfident
unpleasant,0.982,0.8250000000000001,0.7939,unconfident
collusion,0.978,0.8200000000000001,0.7909,unconfident
unsightly,0.975,0.8260000000000001,0.7899,unconfident
unsettled,0.983,0.8200000000000001,0.7909,unconfident
manslaughter,0.981,0.8200000000000001,0.7969,unconfident
manure,0.98,0.8260000000000001,0.7919,unconfident
unsatisfied,0.985,0.8250000000000001,0.7949,unconfident
unsatisfactory,0.98,0.8240000000000001,0.7989,unconfident
unruly,0.979,0.8240000000000001,0.7979,unconfident
coercion,0.976,0.8200000000000001,0.7949,unconfident
coerce,0.981,0.8280000000000001,0.7979,unconfident
measles,0.98,0.8290000000000001,0.7939,unconfident
unhealthy,0.979,0.8260000000000001,0.7939,unconfident
unhappy,0.984,0.8290000000000001,0.7969,unconfident
materialist,0.985,0.8220000000000001,0.7989,unconfident
coldness,0.983,0.8240000000000001,0.7919,unconfident
unmanageable,0.984,0.8270000000000001,0.7959,unconfident
unlucky,0.981,0.8260000000000001,0.7929,unconfident
collapse,0.982,0.8290000000000001,0.7989,unconfident
unnatural,0.976,0.8280000000000001,0.7999,unconfident
unjustifiable,0.976,0.8280000000000001,0.7979,unconfident
unlawful,0.977,0.8200000000000001,0.7929,unconfident
unkind,0.977,0.8290000000000001,0.7969,unconfident
vacuous,0.984,0.8190000000000001,0.7949,unconfident
lying,0.98,0.8280000000000001,0.7999,unconfident
lynch,0.977,0.8280000000000001,0.7939,unconfident
vainly,0.978,0.8280000000000001,0.7979,unconfident
lush,0.981,0.8230000000000001,0.7959,unconfident
lusty,0.983,0.8280000000000001,0.7949,unconfident
mad,0.981,0.8220000000000001,0.7939,unconfident
varicella,0.978,0.8290000000000001,0.7999,unconfident
lunatic,0.981,0.8200000000000001,0.7949,unconfident
vampire,0.981,0.8220000000000001,0.7979,unconfident
compost,0.983,0.8270000000000001,0.7969,unconfident
lurid,0.977,0.8280000000000001,0.7909,unconfident
lumpy,0.98,0.8260000000000001,0.7939,unconfident
lunacy,0.982,0.8210000000000001,0.7969,unconfident
maggot,0.983,0.8280000000000001,0.7909,unconfident
malicious,0.979,0.8250000000000001,0.7969,unconfident
malign,0.978,0.8210000000000001,0.7909,unconfident
unwashed,0.98,0.8200000000000001,0.7929,unconfident
mangle,0.981,0.8210000000000001,0.7969,unconfident
unthinkable,0.981,0.8290000000000001,0.7939,unconfident
untidy,0.984,0.8210000000000001,0.7989,unconfident
untoward,0.982,0.8220000000000001,0.7919,unconfident
mange,0.982,0.8250000000000001,0.7899,unconfident
malfeasance,0.979,0.8260000000000001,0.7939,unconfident
unworthy,0.976,0.8260000000000001,0.7969,unconfident
malaria,0.978,0.8220000000000001,0.7979,unconfident
malevolent,0.977,0.8290000000000001,0.7969,unconfident
intolerance,0.978,0.8250000000000001,0.7969,unconfident
intolerant,0.98,0.8240000000000001,0.7929,unconfident
intoxicated,0.984,0.8220000000000001,0.7909,unconfident
intestinal,0.98,0.8240000000000001,0.7959,unconfident
cur,0.983,0.8220000000000001,0.7979,unconfident
cupping,0.975,0.8230000000000001,0.7959,unconfident
cursing,0.979,0.8210000000000001,0.7919,unconfident
curse,0.977,0.8240000000000001,0.7909,unconfident
intrusive,0.978,0.8220000000000001,0.7949,unconfident
daft,0.982,0.8290000000000001,0.7909,unconfident
interested,0.979,0.8230000000000001,0.7959,unconfident
daemon,0.983,0.8280000000000001,0.7899,unconfident
damn,0.981,0.8200000000000001,0.7959,unconfident
dame,0.982,0.8230000000000001,0.7979,unconfident
damage,0.982,0.8230000000000001,0.7939,unconfident
dabbling,0.984,0.8240000000000001,0.7899,unconfident
cutting,0.978,0.8260000000000001,0.7999,unconfident
interior,0.985,0.8260000000000001,0.7939,unconfident
cystic,0.983,0.8260000000000001,0.7899,unconfident
intense,0.983,0.8240000000000001,0.7969,unconfident
crucifixion,0.984,0.8230000000000001,0.7969,unconfident
irritation,0.976,0.8200000000000001,0.7959,unconfident
cruelty,0.978,0.8250000000000001,0.7909,unconfident
cruel,0.977,0.8250000000000001,0.7969,unconfident
irritating,0.978,0.8230000000000001,0.7999,unconfident
crude,0.978,0.8220000000000001,0.7989,unconfident
cuckold,0.979,0.8210000000000001,0.7979,unconfident
crusty,0.981,0.8270000000000001,0.7989,unconfident
crushing,0.978,0.8270000000000001,0.7989,unconfident
crushed,0.978,0.8200000000000001,0.7999,unconfident
irrational,0.98,0.8210000000000001,0.7959,unconfident
defiance,0.983,0.8260000000000001,0.7999,unconfident
defective,0.983,0.8270000000000001,0.7919,unconfident
inhibit,0.977,0.8210000000000001,0.7899,unconfident
default,0.984,0.8220000000000001,0.7969,unconfident
inhuman,0.978,0.8260000000000001,0.7959,unconfident
defamation,0.983,0.8250000000000001,0.7999,unconfident
iniquity,0.975,0.8190000000000001,0.7969,unconfident
infanticide,0.975,0.8200000000000001,0.7919,unconfident
infantile,0.985,0.8250000000000001,0.7949,unconfident
infect,0.979,0.8240000000000001,0.7939,unconfident
deleterious,0.977,0.8200000000000001,0.7919,unconfident
infectious,0.979,0.8290000000000001,0.7949,unconfident
infamous,0.977,0.8250000000000001,0.7899,unconfident
inexcusable,0.98,0.8200000000000001,0.7989,unconfident
delirium,0.975,0.8210000000000001,0.7899,unconfident
delinquent,0.976,0.8200000000000001,0.7909,unconfident
defraud,0.981,0.8250000000000001,0.7949,unconfident
deformity,0.976,0.8200000000000001,0.7949,unconfident
deformed,0.98,0.8210000000000001,0.7999,unconfident
deform,0.978,0.8290000000000001,0.7909,unconfident
delay,0.983,0.8210000000000001,0.7909,unconfident
degrading,0.979,0.8240000000000001,0.7929,unconfident
degrade,0.976,0.8280000000000001,0.7979,unconfident
infestation,0.985,0.8280000000000001,0.7909,unconfident
infidel,0.979,0.8260000000000001,0.7929,unconfident
infidelity,0.981,0.8260000000000001,0.7939,unconfident
degeneracy,0.984,0.8270000000000001,0.7919,unconfident
deadly,0.983,0.8200000000000001,0.7969,unconfident
instinctive,0.978,0.8230000000000001,0.7939,unconfident
dank,0.984,0.8270000000000001,0.7919,unconfident
dandy,0.979,0.8210000000000001,0.7969,unconfident
dastardly,0.981,0.8210000000000001,0.7999,unconfident
insult,0.981,0.8240000000000001,0.7899,unconfident
insulting,0.98,0.8190000000000001,0.7909,unconfident
instability,0.978,0.8260000000000001,0.7919,unconfident
inmate,0.979,0.8210000000000001,0.7959,unconfident
decomposition,0.977,0.8270000000000001,0.7969,unconfident
decompose,0.978,0.8230000000000001,0.7949,unconfident
insanity,0.978,0.8260000000000001,0.7999,unconfident
debris,0.976,0.8220000000000001,0.7919,unconfident
debauchery,0.983,0.8240000000000001,0.7939,unconfident
death,0.983,0.8210000000000001,0.7959,unconfident
deceive,0.978,0.8250000000000001,0.7999,unconfident
deceitful,0.979,0.8260000000000001,0.7899,unconfident
deceit,0.976,0.8270000000000001,0.7929,unconfident
decayed,0.977,0.8200000000000001,0.7919,unconfident
insidious,0.981,0.8280000000000001,0.7989,unconfident
wasteful,0.977,0.8240000000000001,0.7939,unconfident
lagging,0.979,0.8280000000000001,0.7959,unconfident
whine,0.977,0.8260000000000001,0.7909,unconfident
corruption,0.977,0.8210000000000001,0.7959,unconfident
corrupting,0.975,0.8230000000000001,0.7939,unconfident
corpse,0.979,0.8270000000000001,0.7939,unconfident
lament,0.979,0.8210000000000001,0.7959,unconfident
cough,0.976,0.8220000000000001,0.7929,unconfident
wimp,0.975,0.8190000000000001,0.7919,unconfident
kite,0.98,0.8240000000000001,0.7909,unconfident
whore,0.975,0.8190000000000001,0.7969,unconfident
wickedness,0.983,0.8250000000000001,0.7919,unconfident
wimpy,0.985,0.8250000000000001,0.7979,unconfident
lavatory,0.978,0.8250000000000001,0.7959,unconfident
convict,0.985,0.8240000000000001,0.7949,unconfident
latrines,0.98,0.8200000000000001,0.7949,unconfident
laughable,0.982,0.8220000000000001,0.7979,unconfident
wasting,0.984,0.8230000000000001,0.7929,unconfident
lawsuit,0.979,0.8270000000000001,0.7959,unconfident
lawyer,0.978,0.8200000000000001,0.7989,unconfident
laxative,0.98,0.8230000000000001,0.7959,unconfident
weird,0.977,0.8230000000000001,0.7989,unconfident
larceny,0.984,0.8220000000000001,0.7979,unconfident
weight,0.978,0.8240000000000001,0.7939,unconfident
larger,0.982,0.8210000000000001,0.7949,unconfident
wench,0.984,0.8190000000000001,0.7949,unconfident
latent,0.985,0.8270000000000001,0.7929,unconfident
coop,0.98,0.8280000000000001,0.7989,unconfident
copycat,0.983,0.8230000000000001,0.7979,unconfident
wince,0.976,0.8250000000000001,0.7959,unconfident
wrangling,0.985,0.8280000000000001,0.7909,unconfident
creature,0.979,0.8220000000000001,0.7959,unconfident
worthless,0.983,0.8220000000000001,0.7929,unconfident
wreck,0.984,0.8190000000000001,0.7969,unconfident
john,0.976,0.8210000000000001,0.7929,unconfident
crawl,0.985,0.8240000000000001,0.7929,unconfident
worsening,0.983,0.8220000000000001,0.7989,unconfident
wrongful,0.978,0.8280000000000001,0.7989,unconfident
wrongdoing,0.978,0.8270000000000001,0.7969,unconfident
cringe,0.98,0.8270000000000001,0.7919,unconfident
critter,0.984,0.8290000000000001,0.7919,unconfident
janitor,0.977,0.8280000000000001,0.7929,unconfident
criticize,0.982,0.8220000000000001,0.7979,unconfident
jealous,0.984,0.8280000000000001,0.7969,unconfident
wretched,0.98,0.8190000000000001,0.7939,unconfident
wretch,0.976,0.8210000000000001,0.7909,unconfident
jealousy,0.982,0.8280000000000001,0.7989,unconfident
criminality,0.98,0.8210000000000001,0.7919,unconfident
criminal,0.984,0.8260000000000001,0.7939,unconfident
cove,0.982,0.8290000000000001,0.7979,unconfident
withered,0.977,0.8220000000000001,0.7979,unconfident
coward,0.983,0.8260000000000001,0.7909,unconfident
witch,0.977,0.8200000000000001,0.7989,unconfident
winning,0.976,0.8200000000000001,0.7919,unconfident
crap,0.976,0.8210000000000001,0.7989,unconfident
woefully,0.979,0.8290000000000001,0.7959,unconfident
woe,0.981,0.8210000000000001,0.7949,unconfident
arrogance,0.976,0.8220000000000001,0.7989,unconfident
benefit,0.984,0.8220000000000001,0.7909,unconfident
basic,0.985,0.8290000000000001,0.7939,unconfident
boob,0.975,0.8190000000000001,0.7939,unconfident
racial,0.98,0.8220000000000001,0.7969,unconfident
bathe,0.984,0.8240000000000001,0.7989,unconfident
fetish,0.985,0.8200000000000001,0.7919,unconfident
baptist,0.983,0.8290000000000001,0.7969,unconfident
fart,0.982,0.8260000000000001,0.7939,unconfident
battles,0.978,0.8210000000000001,0.7959,unconfident
lice,0.978,0.8200000000000001,0.7979,unconfident
maturity,0.98,0.8210000000000001,0.7969,unconfident
hoes,0.979,0.8220000000000001,0.7939,unconfident
anc,0.98,0.8210000000000001,0.7919,unconfident
prophets,0.98,0.8270000000000001,0.7919,unconfident
rot,0.981,0.8250000000000001,0.7919,unconfident
smoker,0.984,0.8240000000000001,0.7909,unconfident
vomited,0.985,0.8200000000000001,0.7919,unconfident
speidi,0.98,0.8250000000000001,0.7949,unconfident
barefoot,0.979,0.8220000000000001,0.7949,unconfident
lakers,0.979,0.8240000000000001,0.7959,unconfident
wrecking,0.981,0.8270000000000001,0.7919,unconfident
roach,0.981,0.8230000000000001,0.7939,unconfident
smell,0.979,0.8250000000000001,0.7979,unconfident
ugly,0.978,0.8190000000000001,0.7919,unconfident
nappy,0.978,0.8220000000000001,0.7919,unconfident
towie,0.982,0.8210000000000001,0.7999,unconfident
yahoo,0.975,0.8200000000000001,0.7959,unconfident
meanest,0.976,0.8290000000000001,0.7969,unconfident
busted,0.983,0.8270000000000001,0.7899,unconfident
remarks,0.975,0.8220000000000001,0.7909,unconfident
shagging,0.985,0.8190000000000001,0.7909,unconfident
micro,0.984,0.8220000000000001,0.7939,unconfident
abortion,0.981,0.8230000000000001,0.7959,unconfident
pus,0.977,0.8230000000000001,0.7979,unconfident
heated,0.983,0.8260000000000001,0.7929,unconfident
nudes,0.984,0.8250000000000001,0.7939,unconfident
dictionary,0.982,0.8230000000000001,0.7989,unconfident
gop,0.977,0.8230000000000001,0.7989,unconfident
raisins,0.976,0.8190000000000001,0.7939,unconfident
norespect,0.984,0.8260000000000001,0.7899,unconfident
scar,0.981,0.8240000000000001,0.7909,unconfident
context,0.977,0.8200000000000001,0.7979,unconfident
pda,0.979,0.8260000000000001,0.7929,unconfident
ugliest,0.979,0.8230000000000001,0.7979,unconfident
smelt,0.985,0.8200000000000001,0.7899,unconfident
sincerely,0.983,0.8190000000000001,0.7939,unconfident
dipping,0.981,0.8230000000000001,0.7929,unconfident
ignorant,0.978,0.8230000000000001,0.7929,unconfident
serial,0.976,0.8230000000000001,0.7899,unconfident
creamer,0.975,0.8240000000000001,0.7999,unconfident
equally,0.978,0.8190000000000001,0.7969,unconfident
smdh,0.98,0.8200000000000001,0.7939,unconfident
sexism,0.983,0.8270000000000001,0.7999,unconfident
honeybooboo,0.975,0.8220000000000001,0.7959,unconfident
credibility,0.984,0.8260000000000001,0.7939,unconfident
freakedout,0.982,0.8280000000000001,0.7939,unconfident
gory,0.982,0.8240000000000001,0.7959,unconfident
appendix,0.983,0.8210000000000001,0.7979,unconfident
kurt,0.983,0.8260000000000001,0.7959,unconfident
webster,0.982,0.8250000000000001,0.7939,unconfident
smeared,0.976,0.8190000000000001,0.7909,unconfident
cowards,0.985,0.8230000000000001,0.7969,unconfident
sneezes,0.984,0.8210000000000001,0.7939,unconfident
packs,0.98,0.8250000000000001,0.7969,unconfident
craze,0.979,0.8230000000000001,0.7909,unconfident
disgraceful,0.983,0.8190000000000001,0.7909,unconfident
killings,0.977,0.8270000000000001,0.7899,unconfident
dislikes,0.983,0.8210000000000001,0.7909,unconfident
killed,0.982,0.8290000000000001,0.7909,unconfident
dirtiest,0.981,0.8280000000000001,0.7909,unconfident
andrea,0.984,0.8230000000000001,0.7899,unconfident
chug,0.975,0.8250000000000001,0.7909,unconfident
disrespected,0.983,0.8210000000000001,0.7969,unconfident
asthma,0.981,0.8250000000000001,0.7979,unconfident
lodged,0.977,0.8220000000000001,0.7909,unconfident
jihad,0.976,0.8270000000000001,0.7939,unconfident
